"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000002365";"ENSDARG00000002365";"7 x 4";"72hpf_pos";"cers5";"ceramide synthase 5 [Source:ZFIN;Acc:ZDB-GENE-030131-1740]"
"ENSDARG00000013704";"ENSDARG00000013704";"15 x 1";"48hpf_pos.1";"cers2a";"ceramide synthase 2a [Source:ZFIN;Acc:ZDB-GENE-020808-2]"
"ENSDARG00000018619";"ENSDARG00000018619";"31 x 38";"72hpf_neg_tbx5";"cers4b";"ceramide synthase 4b [Source:ZFIN;Acc:ZDB-GENE-110719-2]"
"ENSDARG00000029621";"ENSDARG00000029621";"32 x 7";"24hpf_pos";"sgms1";"sphingomyelin synthase 1 [Source:ZFIN;Acc:ZDB-GENE-061103-295]"
"ENSDARG00000031387";"ENSDARG00000031387";"16 x 38";"72hpf_neg_tbx5";"cers4a";"ceramide synthase 4a [Source:ZFIN;Acc:ZDB-GENE-020808-1]"
"ENSDARG00000036337";"ENSDARG00000036337";"4 x 25";"72hpf_pos.1";"cers3b";"ceramide synthase 3b [Source:ZFIN;Acc:ZDB-GENE-080220-32]"
"ENSDARG00000036897";"ENSDARG00000036897";"15 x 18";"72hpf_pos_gata5";"";"zgc:100911 [Source:ZFIN;Acc:ZDB-GENE-040801-162]"
"ENSDARG00000040523";"ENSDARG00000040523";"2 x 4";"72hpf_pos_tbx5";"smpd2a";"sphingomyelin phosphodiesterase 2a, neutral membrane (neutral sphingomyelinase) [Source:ZFIN;Acc:ZDB-GENE-051014-1]"
"ENSDARG00000042544";"ENSDARG00000042544";"16 x 17";"72hpf_pos_gata5";"degs2";"delta(4)-desaturase, sphingolipid 2 [Source:ZFIN;Acc:ZDB-GENE-080228-1]"
"ENSDARG00000052520";"ENSDARG00000052520";"18 x 33";"72hpf_neg_gata5";"sgms2";"sphingomyelin synthase 2 [Source:ZFIN;Acc:ZDB-GENE-070730-2]"
"ENSDARG00000053583";"ENSDARG00000053583";"8 x 40";"72hpf_neg_tbx5";"cers6";"ceramide synthase 6 [Source:ZFIN;Acc:ZDB-GENE-070522-1]"
"ENSDARG00000057053";"ENSDARG00000057053";"18 x 12";"72hpf_pos";"zgc:91976";"zgc:91976 [Source:ZFIN;Acc:ZDB-GENE-041114-201]"
"ENSDARG00000058992";"ENSDARG00000058992";"32 x 4";"24hpf_pos.1";"cers2b";"ceramide synthase 2b [Source:ZFIN;Acc:ZDB-GENE-110408-40]"
"ENSDARG00000063412";"ENSDARG00000063412";"40 x 37";"24hpf_pos.1";"cers1";"ceramide synthase 1 [Source:ZFIN;Acc:ZDB-GENE-050208-406]"
"ENSDARG00000074663";"ENSDARG00000074663";"7 x 10";"72hpf_pos_tbx5";"zgc:162183";"zgc:162183 [Source:ZFIN;Acc:ZDB-GENE-070410-30]"
"ENSDARG00000078541";"ENSDARG00000078541";"29 x 26";"48hpf_neg";"cers3a";"ceramide synthase 3a [Source:ZFIN;Acc:ZDB-GENE-130320-1]"
"ENSDARG00000101257";"ENSDARG00000101257";"32 x 7";"24hpf_pos.1";"";""
