"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000005185";"ENSDARG00000005185";"19 x 23";"24hpf_pos";"cpn1";"carboxypeptidase N, polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9116]"
"ENSDARG00000010146";"ENSDARG00000010146";"21 x 23";"72hpf_neg_tbx5";"cpa2";"carboxypeptidase A2 (pancreatic) [Source:ZFIN;Acc:ZDB-GENE-040801-182]"
"ENSDARG00000012013";"ENSDARG00000012013";"19 x 39";"24hpf_neg";"cpa6";"carboxypeptidase A6 [Source:ZFIN;Acc:ZDB-GENE-091204-331]"
"ENSDARG00000016918";"ENSDARG00000016918";"11 x 13";"72hpf_pos.1";"ace2";"angiotensin I converting enzyme 2 [Source:ZFIN;Acc:ZDB-GENE-041114-6]"
"ENSDARG00000021339";"ENSDARG00000021339";"5 x 26";"72hpf_pos.1";"cpa5";"carboxypeptidase A5 [Source:ZFIN;Acc:ZDB-GENE-020514-1]"
"ENSDARG00000030915";"ENSDARG00000030915";"24 x 26";"72hpf_neg";"cpa1";"carboxypeptidase A1 (pancreatic) [Source:ZFIN;Acc:ZDB-GENE-050522-438]"
"ENSDARG00000037144";"ENSDARG00000037144";"8 x 9";"72hpf_pos";"cpb2";"carboxypeptidase B2 (plasma) [Source:ZFIN;Acc:ZDB-GENE-050522-259]"
"ENSDARG00000037883";"ENSDARG00000037883";"40 x 1";"24hpf_pos";"prcp";"prolylcarboxypeptidase (angiotensinase C) [Source:ZFIN;Acc:ZDB-GENE-040718-447]"
"ENSDARG00000040072";"ENSDARG00000040072";"9 x 2";"72hpf_pos_hand2.1";"scpep1";"serine carboxypeptidase 1 [Source:ZFIN;Acc:ZDB-GENE-040426-890]"
"ENSDARG00000043722";"ENSDARG00000043722";"18 x 14";"72hpf_pos";"cpa4";"carboxypeptidase A4 [Source:ZFIN;Acc:ZDB-GENE-040704-61]"
"ENSDARG00000045442";"ENSDARG00000045442";"5 x 27";"72hpf_pos.1";"cpb1";"carboxypeptidase B1 (tissue) [Source:ZFIN;Acc:ZDB-GENE-030131-1132]"
"ENSDARG00000052074";"ENSDARG00000052074";"7 x 1";"72hpf_pos.1";"si:ch211-122f10.4";"si:ch211-122f10.4 [Source:ZFIN;Acc:ZDB-GENE-140106-45]"
"ENSDARG00000056480";"ENSDARG00000056480";"15 x 1";"48hpf_pos";"cpvl";"carboxypeptidase, vitellogenic-like [Source:ZFIN;Acc:ZDB-GENE-031219-2]"
"ENSDARG00000077688";"ENSDARG00000077688";"18 x 22";"48hpf_pos.1";"cpo";"carboxypeptidase O [Source:ZFIN;Acc:ZDB-GENE-070619-6]"
"ENSDARG00000079166";"ENSDARG00000079166";"2 x 1";"48hpf_pos.1";"ace";"angiotensin I converting enzyme (peptidyl-dipeptidase A) 1 [Source:ZFIN;Acc:ZDB-GENE-030131-1826]"
