"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000040535";"ENSDARG00000040535";"5 x 29";"72hpf_neg";"csgalnact1a";"chondroitin sulfate N-acetylgalactosaminyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:24290]"
"ENSDARG00000046150";"ENSDARG00000046150";"5 x 40";"72hpf_neg_tbx5";"b4galnt4a";"beta-1,4-N-acetyl-galactosaminyl transferase 4a [Source:ZFIN;Acc:ZDB-GENE-100422-4]"
"ENSDARG00000058939";"ENSDARG00000058939";"1 x 27";"72hpf_pos_gata5";"b4galnt3b";"beta-1,4-N-acetyl-galactosaminyl transferase 3b [Source:ZFIN;Acc:ZDB-GENE-030131-8615]"
"ENSDARG00000059961";"ENSDARG00000059961";"31 x 30";"24hpf_pos";"chpf2";"chondroitin polymerizing factor 2 [Source:ZFIN;Acc:ZDB-GENE-030131-7797]"
"ENSDARG00000061400";"ENSDARG00000061400";"25 x 40";"24hpf_neg";"csgalnact2";"chondroitin sulfate N-acetylgalactosaminyltransferase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-5186]"
"ENSDARG00000069472";"ENSDARG00000069472";"16 x 33";"72hpf_neg_hand2";"";"chondroitin sulfate synthase 3 [Source:ZFIN;Acc:ZDB-GENE-030616-4]"
"ENSDARG00000076701";"ENSDARG00000076701";"9 x 35";"48hpf_neg";"b4galnt4b";"beta-1,4-N-acetyl-galactosaminyl transferase 4b [Source:ZFIN;Acc:ZDB-GENE-100422-5]"
"ENSDARG00000078037";"ENSDARG00000078037";"19 x 38";"72hpf_neg";"chpfb";"chondroitin polymerizing factor b [Source:ZFIN;Acc:ZDB-GENE-100504-1]"
"ENSDARG00000078392";"ENSDARG00000078392";"26 x 35";"72hpf_neg_hand2";"chpfa";"chondroitin polymerizing factor a [Source:ZFIN;Acc:ZDB-GENE-100504-2]"
"ENSDARG00000078749";"ENSDARG00000078749";"24 x 29";"72hpf_neg";"b4galnt3a";"beta-1,4-N-acetyl-galactosaminyl transferase 3a [Source:ZFIN;Acc:ZDB-GENE-060503-519]"
"ENSDARG00000079027";"ENSDARG00000079027";"28 x 33";"24hpf_neg";"chsy1";"chondroitin sulfate synthase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-3127]"
"ENSDARG00000089233";"ENSDARG00000089233";"5 x 27";"72hpf_neg";"csgalnact1b";"chondroitin sulfate N-acetylgalactosaminyltransferase 1b [Source:ZFIN;Acc:ZDB-GENE-130530-957]"
