"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000002994";"ENSDARG00000002994";"4 x 26";"48hpf_neg";"itpkca";"inositol-trisphosphate 3-kinase Ca [Source:ZFIN;Acc:ZDB-GENE-030131-6009]"
"ENSDARG00000008310";"ENSDARG00000008310";"11 x 16";"72hpf_pos_gata5";"ip6k2a";"inositol hexakisphosphate kinase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-760]"
"ENSDARG00000010059";"ENSDARG00000010059";"8 x 3";"48hpf_pos.1";"itpkb";"inositol-trisphosphate 3-kinase B [Source:ZFIN;Acc:ZDB-GENE-041014-166]"
"ENSDARG00000019613";"ENSDARG00000019613";"7 x 11";"72hpf_pos.1";"ip6k2b";"inositol hexakisphosphate kinase 2b [Source:ZFIN;Acc:ZDB-GENE-040718-85]"
"ENSDARG00000029291";"ENSDARG00000029291";"13 x 26";"72hpf_pos_hand2.1";"ipmkb";"inositol polyphosphate multikinase b [Source:ZFIN;Acc:ZDB-GENE-061215-5]"
"ENSDARG00000042856";"ENSDARG00000042856";"1 x 24";"72hpf_pos_gata5.1";"itpka";"inositol-trisphosphate 3-kinase A [Source:ZFIN;Acc:ZDB-GENE-030616-116]"
"ENSDARG00000053488";"ENSDARG00000053488";"1 x 1";"72hpf_pos_gata5.1";"si:ch73-22a13.3";"si:ch73-22a13.3 [Source:ZFIN;Acc:ZDB-GENE-141216-64]"
"ENSDARG00000067741";"ENSDARG00000067741";"7 x 2";"72hpf_pos_gata5.1";"";"inositol-trisphosphate 3-kinase Cb [Source:ZFIN;Acc:ZDB-GENE-080225-27]"
"ENSDARG00000073744";"ENSDARG00000073744";"24 x 35";"72hpf_neg_gata5";"ip6k1";"inositol hexakisphosphate kinase 1 [Source:ZFIN;Acc:ZDB-GENE-110317-2]"
"ENSDARG00000076699";"ENSDARG00000076699";"38 x 12";"72hpf_pos.1";"ipmka";"inositol polyphosphate multikinase a [Source:ZFIN;Acc:ZDB-GENE-090312-161]"
