"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000000503";"ENSDARG00000000503";"1 x 40";"72hpf_neg_tbx5";"stx1b";"syntaxin 1B [Source:ZFIN;Acc:ZDB-GENE-000330-4]"
"ENSDARG00000006383";"ENSDARG00000006383";"6 x 36";"72hpf_neg_tbx5";"stxbp5l";"syntaxin binding protein 5-like [Source:ZFIN;Acc:ZDB-GENE-041210-220]"
"ENSDARG00000009693";"ENSDARG00000009693";"20 x 40";"24hpf_neg";"llgl1";"lethal giant larvae homolog 1 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-060825-69]"
"ENSDARG00000013843";"ENSDARG00000013843";"11 x 37";"72hpf_neg_gata5";"sept5a";"septin 5a [Source:ZFIN;Acc:ZDB-GENE-030131-7868]"
"ENSDARG00000023920";"ENSDARG00000023920";"9 x 21";"72hpf_pos.1";"llgl2";"lethal giant larvae homolog 2 (Drosophila) [Source:ZFIN;Acc:ZDB-GENE-030131-9877]"
"ENSDARG00000026484";"ENSDARG00000026484";"29 x 39";"48hpf_neg";"rab15";"RAB15, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040718-2]"
"ENSDARG00000029234";"ENSDARG00000029234";"3 x 18";"72hpf_pos_tbx5";"stxbp5b";"syntaxin binding protein 5b (tomosyn) [Source:ZFIN;Acc:ZDB-GENE-090821-5]"
"ENSDARG00000036031";"ENSDARG00000036031";"5 x 40";"72hpf_neg_tbx5";"sept5b";"septin 5b [Source:ZFIN;Acc:ZDB-GENE-040808-43]"
"ENSDARG00000046106";"ENSDARG00000046106";"15 x 9";"72hpf_pos_hand2.1";"rab10";"RAB10, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-040718-304]"
"ENSDARG00000058994";"ENSDARG00000058994";"29 x 19";"24hpf_pos";"stx1a";"syntaxin 1A (brain) [Source:ZFIN;Acc:ZDB-GENE-100802-1]"
"ENSDARG00000068628";"ENSDARG00000068628";"8 x 4";"72hpf_pos_gata5.1";"rab8b";"RAB8B, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-070620-16]"
"ENSDARG00000078902";"ENSDARG00000078902";"10 x 36";"72hpf_neg_hand2";"";"regulating synaptic membrane exocytosis 1b [Source:ZFIN;Acc:ZDB-GENE-101223-4]"
"ENSDARG00000101606";"ENSDARG00000101606";"6 x 35";"72hpf_neg_hand2";"rims2a";"regulating synaptic membrane exocytosis 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1656]"
"ENSDARG00000102690";"ENSDARG00000102690";"3 x 36";"72hpf_neg_tbx5";"";"regulating synaptic membrane exocytosis 2b [Source:ZFIN;Acc:ZDB-GENE-060503-893]"
"ENSDARG00000104259";"ENSDARG00000104259";"19 x 32";"72hpf_neg_gata5";"LOC101885743";""
"ENSDARG00000105254";"ENSDARG00000105254";"14 x 31";"48hpf_neg";"LOC101885697";"RAB37, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:30268]"
