"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000007657";"ENSDARG00000007657";"36 x 8";"24hpf_pos";"ccnh";"cyclin H [Source:ZFIN;Acc:ZDB-GENE-050320-13]"
"ENSDARG00000007971";"ENSDARG00000007971";"32 x 4";"24hpf_pos";"cks1b";"CDC28 protein kinase regulatory subunit 1B [Source:ZFIN;Acc:ZDB-GENE-040801-112]"
"ENSDARG00000009607";"ENSDARG00000009607";"26 x 31";"72hpf_neg_gata5";"ccnc";"cyclin C [Source:ZFIN;Acc:ZDB-GENE-030131-7369]"
"ENSDARG00000017525";"ENSDARG00000017525";"28 x 38";"24hpf_pos.1";"ccnt1";"cyclin T1 [Source:ZFIN;Acc:ZDB-GENE-030131-6397]"
"ENSDARG00000026577";"ENSDARG00000026577";"40 x 33";"24hpf_pos.1";"cdk2";"cyclin-dependent kinase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2741]"
"ENSDARG00000030163";"ENSDARG00000030163";"23 x 16";"72hpf_pos_tbx5.1";"cdk21";"cyclin-dependent kinase 21 [Source:ZFIN;Acc:ZDB-GENE-131121-149]"
"ENSDARG00000034146";"ENSDARG00000034146";"32 x 31";"24hpf_neg";"ccnk";"cyclin K [Source:ZFIN;Acc:ZDB-GENE-030131-5126]"
"ENSDARG00000036510";"ENSDARG00000036510";"37 x 27";"24hpf_neg";"ccnt2b";"cyclin T2b [Source:ZFIN;Acc:ZDB-GENE-030131-183]"
"ENSDARG00000036685";"ENSDARG00000036685";"25 x 33";"72hpf_neg";"ccnt2a";"cyclin T2a [Source:ZFIN;Acc:ZDB-GENE-030131-5779]"
"ENSDARG00000055124";"ENSDARG00000055124";"28 x 34";"24hpf_pos";"ccnl1a";"cyclin L1a [Source:ZFIN;Acc:ZDB-GENE-050419-206]"
"ENSDARG00000070228";"ENSDARG00000070228";"31 x 29";"24hpf_neg";"cdk6";"cyclin-dependent kinase 6 [Source:ZFIN;Acc:ZDB-GENE-060503-786]"
"ENSDARG00000071410";"ENSDARG00000071410";"33 x 21";"24hpf_pos";"cks2";"CDC28 protein kinase regulatory subunit 2 [Source:ZFIN;Acc:ZDB-GENE-050208-508]"
"ENSDARG00000087937";"ENSDARG00000087937";"37 x 7";"72hpf_pos.1";"cdk4";"cyclin-dependent kinase 4 [Source:ZFIN;Acc:ZDB-GENE-060929-974]"
