"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000004866";"ENSDARG00000004866";"27 x 5";"72hpf_pos_gata5.1";"fam63a";"family with sequence similarity 63, member A [Source:ZFIN;Acc:ZDB-GENE-070717-2]"
"ENSDARG00000008542";"ENSDARG00000008542";"24 x 40";"48hpf_neg";"yod1";"YOD1 deubiquitinase [Source:ZFIN;Acc:ZDB-GENE-050417-217]"
"ENSDARG00000011462";"ENSDARG00000011462";"33 x 12";"72hpf_pos";"otub1b";"OTU deubiquitinase, ubiquitin aldehyde binding 1b [Source:ZFIN;Acc:ZDB-GENE-040718-204]"
"ENSDARG00000016163";"ENSDARG00000016163";"16 x 30";"72hpf_neg_gata5";"usp33";"ubiquitin specific peptidase 33 [Source:ZFIN;Acc:ZDB-GENE-040426-2323]"
"ENSDARG00000017220";"ENSDARG00000017220";"6 x 15";"48hpf_pos.1";"otud7b";"OTU deubiquitinase 7B [Source:ZFIN;Acc:ZDB-GENE-060616-1]"
"ENSDARG00000017431";"ENSDARG00000017431";"11 x 26";"48hpf_neg";"fam63b";"family with sequence similarity 63, member B [Source:ZFIN;Acc:ZDB-GENE-030616-328]"
"ENSDARG00000027777";"ENSDARG00000027777";"16 x 5";"72hpf_pos_gata5";"tnfaip3";"tumor necrosis factor, alpha-induced protein 3 [Source:ZFIN;Acc:ZDB-GENE-100212-2]"
"ENSDARG00000045556";"ENSDARG00000045556";"8 x 39";"72hpf_neg_tbx5";"si:dkey-37f18.2";"si:dkey-37f18.2 [Source:ZFIN;Acc:ZDB-GENE-131120-28]"
"ENSDARG00000055536";"ENSDARG00000055536";"25 x 9";"48hpf_pos";"otub1a";"OTU deubiquitinase, ubiquitin aldehyde binding 1a [Source:ZFIN;Acc:ZDB-GENE-040718-108]"
"ENSDARG00000059006";"ENSDARG00000059006";"40 x 21";"72hpf_pos";"otud5a";"OTU deubiquitinase 5a [Source:ZFIN;Acc:ZDB-GENE-030616-61]"
