"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000056204";"ENSDARG00000056204";"32 x 28";"24hpf_pos";"zgc:113436";"zgc:113436 [Source:ZFIN;Acc:ZDB-GENE-050220-6]"
"ENSDARG00000078423";"ENSDARG00000078423";"36 x 9";"72hpf_pos.1";"zgc:194285";"zgc:194285 [Source:ZFIN;Acc:ZDB-GENE-081022-97]"
"ENSDARG00000079150";"ENSDARG00000079150";"16 x 33";"72hpf_pos_gata5.1";"si:ch211-276i12.9";"si:ch211-276i12.9 [Source:ZFIN;Acc:ZDB-GENE-141216-132]"
"ENSDARG00000079278";"ENSDARG00000079278";"21 x 38";"48hpf_neg";"zgc:174877";"zgc:174877 [Source:ZFIN;Acc:ZDB-GENE-041008-66]"
"ENSDARG00000086495";"ENSDARG00000086495";"37 x 25";"24hpf_pos";"";""
"ENSDARG00000096217";"ENSDARG00000096217";"25 x 36";"72hpf_pos";"si:dkey-26m3.1";"si:dkey-51d8.9 [Source:ZFIN;Acc:ZDB-GENE-110914-66]"
"ENSDARG00000099359";"ENSDARG00000099359";"13 x 11";"72hpf_neg_hand2";"";""
"ENSDARG00000099482";"ENSDARG00000099482";"40 x 17";"48hpf_pos";"LOC101883107";""
"ENSDARG00000099926";"ENSDARG00000099926";"26 x 24";"72hpf_pos.1";"";"si:dkey-26m3.1 [Source:ZFIN;Acc:ZDB-GENE-060526-281]"
"ENSDARG00000100384";"ENSDARG00000100384";"32 x 13";"72hpf_pos";"";""
"ENSDARG00000100702";"ENSDARG00000100702";"40 x 8";"24hpf_pos.1";"zgc:174680";"zgc:174680 [Source:ZFIN;Acc:ZDB-GENE-080204-24]"
"ENSDARG00000101547";"ENSDARG00000101547";"36 x 15";"24hpf_pos.1";"";""
"ENSDARG00000101824";"ENSDARG00000101824";"25 x 37";"24hpf_neg";"si:dkey-3k20.1";"si:ch1073-366l7.1 [Source:ZFIN;Acc:ZDB-GENE-141219-7]"
"ENSDARG00000103767";"ENSDARG00000103767";"19 x 15";"72hpf_pos";"";""
"ENSDARG00000104122";"ENSDARG00000104122";"32 x 20";"24hpf_pos";"";""
"ENSDARG00000104657";"ENSDARG00000104657";"34 x 17";"24hpf_pos.1";"";""
