"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000003462";"ENSDARG00000003462";"40 x 38";"24hpf_pos.1";"fech";"ferrochelatase [Source:ZFIN;Acc:ZDB-GENE-000928-1]"
"ENSDARG00000006818";"ENSDARG00000006818";"40 x 40";"24hpf_pos";"urod";"uroporphyrinogen decarboxylase [Source:ZFIN;Acc:ZDB-GENE-000208-18]"
"ENSDARG00000008678";"ENSDARG00000008678";"12 x 1";"72hpf_pos_gata5.1";"snx3";"sorting nexin 3 [Source:ZFIN;Acc:ZDB-GENE-030131-921]"
"ENSDARG00000008840";"ENSDARG00000008840";"40 x 37";"24hpf_pos.1";"hmbsa";"hydroxymethylbilane synthase a [Source:ZFIN;Acc:ZDB-GENE-040426-1375]"
"ENSDARG00000021059";"ENSDARG00000021059";"4 x 2";"48hpf_pos.1";"alas1";"aminolevulinate, delta-, synthase 1 [Source:ZFIN;Acc:ZDB-GENE-001229-2]"
"ENSDARG00000027491";"ENSDARG00000027491";"40 x 40";"24hpf_pos";"uros";"uroporphyrinogen III synthase [Source:ZFIN;Acc:ZDB-GENE-040323-2]"
"ENSDARG00000034309";"ENSDARG00000034309";"34 x 9";"72hpf_pos.1";"cox10";"COX10 heme A:farnesyltransferase cytochrome c oxidase assembly factor [Source:ZFIN;Acc:ZDB-GENE-041111-239]"
"ENSDARG00000038643";"ENSDARG00000038643";"40 x 40";"24hpf_pos";"alas2";"aminolevulinate, delta-, synthase 2 [Source:ZFIN;Acc:ZDB-GENE-001229-1]"
"ENSDARG00000044092";"ENSDARG00000044092";"17 x 6";"72hpf_pos";"atpif1b";"ATPase inhibitory factor 1b [Source:ZFIN;Acc:ZDB-GENE-050506-113]"
"ENSDARG00000051956";"ENSDARG00000051956";"23 x 1";"24hpf_pos";"isca1";"iron-sulfur cluster assembly 1 [Source:ZFIN;Acc:ZDB-GENE-050626-94]"
"ENSDARG00000055991";"ENSDARG00000055991";"40 x 39";"24hpf_pos.1";"hmbsb";"hydroxymethylbilane synthase, b [Source:ZFIN;Acc:ZDB-GENE-050522-491]"
"ENSDARG00000063446";"ENSDARG00000063446";"40 x 5";"24hpf_pos.1";"iba57";"IBA57 homolog, iron-sulfur cluster assembly [Source:ZFIN;Acc:ZDB-GENE-060929-712]"
"ENSDARG00000067975";"ENSDARG00000067975";"31 x 24";"72hpf_pos_gata5.1";"atpif1a";"ATPase inhibitory factor 1a [Source:ZFIN;Acc:ZDB-GENE-070410-36]"
"ENSDARG00000074533";"ENSDARG00000074533";"39 x 19";"24hpf_pos.1";"slc25a38b";"solute carrier family 25, member 38b [Source:ZFIN;Acc:ZDB-GENE-110214-1]"
"ENSDARG00000101021";"ENSDARG00000101021";"37 x 12";"24hpf_pos.1";"slc22a5";"solute carrier family 22 (organic cation/carnitine transporter), member 5 [Source:ZFIN;Acc:ZDB-GENE-091012-1]"
