"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000002295";"ENSDARG00000002295";"19 x 31";"72hpf_neg_gata5";"";"si:dkey-21p1.3 [Source:ZFIN;Acc:ZDB-GENE-081105-162]"
"ENSDARG00000002831";"ENSDARG00000002831";"30 x 32";"24hpf_neg";"col4a4";"collagen, type IV, alpha 4 [Source:ZFIN;Acc:ZDB-GENE-101001-1]"
"ENSDARG00000003395";"ENSDARG00000003395";"21 x 36";"24hpf_neg";"";"collagen, type IV, alpha 3 [Source:ZFIN;Acc:ZDB-GENE-070802-4]"
"ENSDARG00000003903";"ENSDARG00000003903";"23 x 20";"72hpf_pos_hand2.1";"hapln2";"hyaluronan and proteoglycan link protein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8089]"
"ENSDARG00000005783";"ENSDARG00000005783";"2 x 40";"48hpf_neg";"";"neurocan b [Source:ZFIN;Acc:ZDB-GENE-050208-586]"
"ENSDARG00000007912";"ENSDARG00000007912";"14 x 37";"72hpf_neg_gata5";"si:ch211-196i2.1";"si:ch211-196i2.1 [Source:ZFIN;Acc:ZDB-GENE-091204-150]"
"ENSDARG00000009014";"ENSDARG00000009014";"8 x 40";"72hpf_neg_gata5";"col11a1b";"collagen, type XI, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-070912-607]"
"ENSDARG00000009401";"ENSDARG00000009401";"15 x 40";"72hpf_neg";"vcanb";"versican b [Source:ZFIN;Acc:ZDB-GENE-030131-2185]"
"ENSDARG00000011407";"ENSDARG00000011407";"1 x 34";"72hpf_neg_gata5";"col2a1b";"collagen, type II, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-050302-9]"
"ENSDARG00000012405";"ENSDARG00000012405";"1 x 38";"72hpf_neg";"col1a1a";"collagen, type I, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-030131-9102]"
"ENSDARG00000012422";"ENSDARG00000012422";"1 x 39";"72hpf_neg_gata5";"col11a2";"collagen, type XI, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-000208-23]"
"ENSDARG00000012593";"ENSDARG00000012593";"10 x 40";"72hpf_neg";"col5a1";"procollagen, type V, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-041105-6]"
"ENSDARG00000019782";"ENSDARG00000019782";"17 x 33";"72hpf_neg";"";"interphotoreceptor matrix proteoglycan 2a [Source:ZFIN;Acc:ZDB-GENE-140106-217]"
"ENSDARG00000020007";"ENSDARG00000020007";"2 x 38";"72hpf_neg_hand2";"col1a2";"collagen, type I, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8415]"
"ENSDARG00000024847";"ENSDARG00000024847";"9 x 38";"72hpf_neg";"col5a2b";"collagen, type V, alpha 2b [Source:ZFIN;Acc:ZDB-GENE-110406-2]"
"ENSDARG00000026165";"ENSDARG00000026165";"1 x 38";"72hpf_neg_gata5";"col11a1a";"collagen, type XI, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-070209-167]"
"ENSDARG00000030215";"ENSDARG00000030215";"1 x 37";"72hpf_neg_gata5";"matn1";"matrilin 1 [Source:ZFIN;Acc:ZDB-GENE-050307-3]"
"ENSDARG00000031678";"ENSDARG00000031678";"1 x 33";"72hpf_neg_gata5";"col5a2a";"collagen, type V, alpha 2a [Source:ZFIN;Acc:ZDB-GENE-030616-13]"
"ENSDARG00000035809";"ENSDARG00000035809";"1 x 39";"72hpf_neg_hand2";"col1a1b";"collagen, type I, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-030131-4400]"
"ENSDARG00000035891";"ENSDARG00000035891";"1 x 37";"72hpf_neg_gata5";"acana";"aggrecan a [Source:ZFIN;Acc:ZDB-GENE-050208-221]"
"ENSDARG00000037845";"ENSDARG00000037845";"1 x 39";"72hpf_neg_gata5";"col9a3";"collagen, type IX, alpha 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9799]"
"ENSDARG00000042829";"ENSDARG00000042829";"1 x 27";"72hpf_pos_gata5";"";"si:dkey-30j22.1 [Source:ZFIN;Acc:ZDB-GENE-041001-184]"
"ENSDARG00000045799";"ENSDARG00000045799";"1 x 37";"72hpf_neg_gata5";"acanb";"aggrecan b [Source:ZFIN;Acc:ZDB-GENE-100422-16]"
"ENSDARG00000045802";"ENSDARG00000045802";"34 x 37";"72hpf_neg";"hapln3";"hyaluronan and proteoglycan link protein 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2089]"
"ENSDARG00000051896";"ENSDARG00000051896";"27 x 35";"72hpf_neg_hand2";"";"fibrillin 2a [Source:ZFIN;Acc:ZDB-GENE-090112-4]"
"ENSDARG00000052061";"ENSDARG00000052061";"16 x 40";"72hpf_neg";"col4a6";"collagen, type IV, alpha 6 [Source:ZFIN;Acc:ZDB-GENE-101001-2]"
"ENSDARG00000052063";"ENSDARG00000052063";"16 x 40";"72hpf_neg";"col4a5";"collagen, type IV, alpha 5 (Alport syndrome) [Source:ZFIN;Acc:ZDB-GENE-030131-2281]"
"ENSDARG00000055009";"ENSDARG00000055009";"4 x 30";"72hpf_neg";"col4a1";"collagen, type IV, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-081105-114]"
"ENSDARG00000059558";"ENSDARG00000059558";"21 x 38";"48hpf_neg";"tecta";"tectorin alpha [Source:ZFIN;Acc:ZDB-GENE-110411-120]"
"ENSDARG00000068516";"ENSDARG00000068516";"33 x 37";"24hpf_pos";"hapln1b";"hyaluronan and proteoglycan link protein 1b [Source:ZFIN;Acc:ZDB-GENE-050920-1]"
"ENSDARG00000069093";"ENSDARG00000069093";"1 x 38";"72hpf_neg_gata5";"col2a1a";"collagen, type II, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-980526-192]"
"ENSDARG00000070597";"ENSDARG00000070597";"3 x 35";"72hpf_neg_hand2";"prelp";"proline/arginine-rich end leucine-rich repeat protein [Source:ZFIN;Acc:ZDB-GENE-080327-24]"
"ENSDARG00000086189";"ENSDARG00000086189";"23 x 25";"72hpf_neg";"mgp";"matrix Gla protein [Source:ZFIN;Acc:ZDB-GENE-060928-1]"
"ENSDARG00000087398";"ENSDARG00000087398";"33 x 40";"72hpf_neg";"";"fibrillin 2b [Source:ZFIN;Acc:ZDB-GENE-090112-3]"
"ENSDARG00000089769";"ENSDARG00000089769";"12 x 40";"72hpf_neg";"hapln1a";"hyaluronan and proteoglycan link protein 1a [Source:ZFIN;Acc:ZDB-GENE-050302-175]"
"ENSDARG00000092567";"ENSDARG00000092567";"29 x 40";"72hpf_neg_gata5";"";"si:dkey-61l1.4 [Source:ZFIN;Acc:ZDB-GENE-070705-483]"
"ENSDARG00000095843";"ENSDARG00000095843";"20 x 37";"72hpf_neg";"";"collagen type XXIV alpha 1 [Source:ZFIN;Acc:ZDB-GENE-110411-128]"
"ENSDARG00000098237";"ENSDARG00000098237";"33 x 40";"72hpf_neg";"";"fibrillin 2b [Source:ZFIN;Acc:ZDB-GENE-090112-3]"
"ENSDARG00000098294";"ENSDARG00000098294";"40 x 40";"24hpf_neg";"col5a3a";"collagen, type V, alpha 3a [Source:ZFIN;Acc:ZDB-GENE-030131-968]"
"ENSDARG00000099634";"ENSDARG00000099634";"1 x 17";"48hpf_pos";"elna";"elastin a [Source:ZFIN;Acc:ZDB-GENE-061212-1]"
"ENSDARG00000099930";"ENSDARG00000099930";"3 x 34";"72hpf_neg";"col27a1b";"collagen, type XXVII, alpha 1b [Source:ZFIN;Acc:ZDB-GENE-100119-2]"
"ENSDARG00000100128";"ENSDARG00000100128";"11 x 40";"48hpf_neg";"";""
"ENSDARG00000100288";"ENSDARG00000100288";"1 x 33";"72hpf_neg";"";"interphotoreceptor matrix proteoglycan 2b [Source:ZFIN;Acc:ZDB-GENE-081031-56]"
"ENSDARG00000101258";"ENSDARG00000101258";"1 x 33";"72hpf_neg_gata5";"";"collagen, type XXVII, alpha 1a [Source:ZFIN;Acc:ZDB-GENE-100119-1]"
"ENSDARG00000101816";"ENSDARG00000101816";"18 x 40";"72hpf_neg";"col5a3b";"collagen, type V, alpha 3b [Source:ZFIN;Acc:ZDB-GENE-110728-4]"
"ENSDARG00000102395";"ENSDARG00000102395";"34 x 37";"24hpf_pos";"";"hyaluronan and proteoglycan link protein 1 [Source:HGNC Symbol;Acc:HGNC:2380]"
"ENSDARG00000103641";"ENSDARG00000103641";"25 x 28";"72hpf_neg";"";""
"ENSDARG00000104110";"ENSDARG00000104110";"4 x 29";"72hpf_neg";"col4a2";"collagen, type IV, alpha 2 [Source:ZFIN;Acc:ZDB-GENE-070725-3]"
"ENSDARG00000105333";"ENSDARG00000105333";"2 x 33";"72hpf_neg";"";"fibrillin 1 [Source:ZFIN;Acc:ZDB-GENE-091204-466]"
