"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000009001";"ENSDARG00000009001";"26 x 35";"72hpf_neg";"pdia6";"protein disulfide isomerase family A, member 6 [Source:ZFIN;Acc:ZDB-GENE-030131-879]"
"ENSDARG00000009342";"ENSDARG00000009342";"38 x 12";"24hpf_pos.1";"txndc5";"thioredoxin domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-040426-1951]"
"ENSDARG00000014015";"ENSDARG00000014015";"35 x 11";"72hpf_pos.1";"zgc:77086";"zgc:77086 [Source:ZFIN;Acc:ZDB-GENE-040426-2238]"
"ENSDARG00000018263";"ENSDARG00000018263";"40 x 35";"24hpf_pos";"pdia2";"protein disulfide isomerase family A, member 2 [Source:ZFIN;Acc:ZDB-GENE-040426-705]"
"ENSDARG00000018491";"ENSDARG00000018491";"6 x 25";"72hpf_pos.1";"pdia4";"protein disulfide isomerase family A, member 4 [Source:ZFIN;Acc:ZDB-GENE-030131-5493]"
"ENSDARG00000019008";"ENSDARG00000019008";"14 x 15";"72hpf_pos_gata5";"erp44";"endoplasmic reticulum protein 44 [Source:ZFIN;Acc:ZDB-GENE-040426-1902]"
"ENSDARG00000019487";"ENSDARG00000019487";"13 x 7";"72hpf_pos_hand2.1";"tmx1";"thioredoxin-related transmembrane protein 1 [Source:ZFIN;Acc:ZDB-GENE-030131-2327]"
"ENSDARG00000020218";"ENSDARG00000020218";"6 x 13";"72hpf_pos_hand2.1";"amfr";"autocrine motility factor receptor, E3 ubiquitin protein ligase a [Source:ZFIN;Acc:ZDB-GENE-040426-2190]"
"ENSDARG00000033599";"ENSDARG00000033599";"17 x 40";"72hpf_neg_tbx5";"zgc:100906";"zgc:100906 [Source:ZFIN;Acc:ZDB-GENE-040801-20]"
"ENSDARG00000038894";"ENSDARG00000038894";"4 x 30";"72hpf_pos.1";"tmx3";"thioredoxin-related transmembrane protein 3 [Source:ZFIN;Acc:ZDB-GENE-050522-396]"
"ENSDARG00000058445";"ENSDARG00000058445";"10 x 19";"72hpf_pos.1";"zgc:136472";"zgc:136472 [Source:ZFIN;Acc:ZDB-GENE-060421-2552]"
"ENSDARG00000063563";"ENSDARG00000063563";"18 x 34";"72hpf_neg_gata5";"";"cAMP responsive element binding protein 3-like 2 [Source:ZFIN;Acc:ZDB-GENE-070112-1542]"
"ENSDARG00000069242";"ENSDARG00000069242";"26 x 28";"72hpf_pos_tbx5";"pdia5";"protein disulfide isomerase family A, member 5 [Source:ZFIN;Acc:ZDB-GENE-030521-5]"
"ENSDARG00000070686";"ENSDARG00000070686";"3 x 16";"72hpf_pos";"cdipt";"CDP-diacylglycerol--inositol 3-phosphatidyltransferase (phosphatidylinositol synthase) [Source:ZFIN;Acc:ZDB-GENE-040426-2536]"
