"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000001129";"ENSDARG00000001129";"26 x 34";"72hpf_neg";"dicer1";"dicer 1, ribonuclease type III [Source:ZFIN;Acc:ZDB-GENE-030131-3445]"
"ENSDARG00000016080";"ENSDARG00000016080";"31 x 21";"24hpf_pos";"nob1";"NIN1/RPN12 binding protein 1 homolog (S. cerevisiae) [Source:ZFIN;Acc:ZDB-GENE-030131-3112]"
"ENSDARG00000018891";"ENSDARG00000018891";"34 x 3";"24hpf_pos.1";"rnaseh2a";"ribonuclease H2, subunit A [Source:ZFIN;Acc:ZDB-GENE-040426-976]"
"ENSDARG00000020217";"ENSDARG00000020217";"34 x 24";"24hpf_pos";"cpsf4";"cleavage and polyadenylation specific factor 4 [Source:ZFIN;Acc:ZDB-GENE-990415-180]"
"ENSDARG00000027428";"ENSDARG00000027428";"37 x 9";"72hpf_pos.1";"rpp30";"ribonuclease P/MRP 30 subunit [Source:ZFIN;Acc:ZDB-GENE-050320-45]"
"ENSDARG00000036282";"ENSDARG00000036282";"7 x 1";"72hpf_pos_hand2.1";"rnaset2";"ribonuclease T2 [Source:ZFIN;Acc:ZDB-GENE-030131-2513]"
"ENSDARG00000036394";"ENSDARG00000036394";"30 x 16";"24hpf_pos";"pop7";"POP7 homolog, ribonuclease P/MRP subunit [Source:ZFIN;Acc:ZDB-GENE-041010-88]"
"ENSDARG00000041699";"ENSDARG00000041699";"21 x 11";"72hpf_pos_gata5.1";"piwil1";"piwi-like RNA-mediated gene silencing 1 [Source:ZFIN;Acc:ZDB-GENE-030813-2]"
"ENSDARG00000042571";"ENSDARG00000042571";"32 x 1";"24hpf_pos.1";"rnaseh1";"ribonuclease H1 [Source:ZFIN;Acc:ZDB-GENE-040718-407]"
"ENSDARG00000043404";"ENSDARG00000043404";"35 x 25";"72hpf_pos_gata5.1";"rpp21";"ribonuclease P 21 subunit [Source:ZFIN;Acc:ZDB-GENE-040801-37]"
"ENSDARG00000045095";"ENSDARG00000045095";"7 x 18";"72hpf_pos_gata5.1";"elac1";"elaC ribonuclease Z 1 [Source:ZFIN;Acc:ZDB-GENE-040801-246]"
"ENSDARG00000053452";"ENSDARG00000053452";"33 x 22";"24hpf_pos";"pop5";"POP5 homolog, ribonuclease P/MRP subunit [Source:ZFIN;Acc:ZDB-GENE-050320-123]"
"ENSDARG00000055563";"ENSDARG00000055563";"27 x 35";"24hpf_neg";"rnasen";"ribonuclease type III, nuclear [Source:ZFIN;Acc:ZDB-GENE-070209-23]"
"ENSDARG00000058413";"ENSDARG00000058413";"9 x 5";"72hpf_pos_hand2.1";"";"ribonuclease T2, like [Source:ZFIN;Acc:ZDB-GENE-090819-2]"
"ENSDARG00000061268";"ENSDARG00000061268";"40 x 37";"24hpf_pos";"ago2";"argonaute RISC catalytic component 2 [Source:ZFIN;Acc:ZDB-GENE-110606-6]"
"ENSDARG00000061370";"ENSDARG00000061370";"14 x 7";"24hpf_pos.1";"tsen34";"TSEN34 tRNA splicing endonuclease subunit [Source:ZFIN;Acc:ZDB-GENE-050419-115]"
"ENSDARG00000062601";"ENSDARG00000062601";"33 x 17";"24hpf_pos.1";"piwil2";"piwi-like RNA-mediated gene silencing 2 [Source:ZFIN;Acc:ZDB-GENE-060526-345]"
"ENSDARG00000069280";"ENSDARG00000069280";"40 x 29";"24hpf_pos.1";"tsen15";"TSEN15 tRNA splicing endonuclease subunit [Source:ZFIN;Acc:ZDB-GENE-041008-211]"
"ENSDARG00000069461";"ENSDARG00000069461";"6 x 3";"48hpf_pos";"rnaseka";"ribonuclease, RNase K a [Source:ZFIN;Acc:ZDB-GENE-060825-301]"
"ENSDARG00000075057";"ENSDARG00000075057";"35 x 30";"24hpf_pos";"si:dkeyp-33b5.4";"si:dkeyp-33b5.4 [Source:ZFIN;Acc:ZDB-GENE-100618-4]"
"ENSDARG00000078359";"ENSDARG00000078359";"6 x 12";"72hpf_pos_tbx5.1";"endouc";"endonuclease, polyU-specific C [Source:ZFIN;Acc:ZDB-GENE-060503-141]"
"ENSDARG00000090751";"ENSDARG00000090751";"37 x 11";"24hpf_pos.1";"zc3h3";"zinc finger CCCH-type containing 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9399]"
"ENSDARG00000091851";"ENSDARG00000091851";"29 x 10";"48hpf_pos";"";"TSEN2 tRNA splicing endonuclease subunit [Source:ZFIN;Acc:ZDB-GENE-060929-918]"
"ENSDARG00000094277";"ENSDARG00000094277";"38 x 23";"24hpf_pos";"mrpl44";"mitochondrial ribosomal protein L44 [Source:ZFIN;Acc:ZDB-GENE-050913-59]"
"ENSDARG00000099201";"ENSDARG00000099201";"27 x 4";"24hpf_pos.1";"";""
"ENSDARG00000100602";"ENSDARG00000100602";"8 x 28";"72hpf_pos.1";"";""
"ENSDARG00000102087";"ENSDARG00000102087";"33 x 30";"24hpf_neg";"";"POP1 homolog, ribonuclease P/MRP subunit [Source:ZFIN;Acc:ZDB-GENE-120911-1]"
"ENSDARG00000103037";"ENSDARG00000103037";"31 x 5";"24hpf_pos.1";"";""
"ENSDARG00000103436";"ENSDARG00000103436";"33 x 38";"24hpf_neg";"";""
"ENSDARG00000104458";"ENSDARG00000104458";"11 x 34";"72hpf_neg_hand2";"rnasekb";"ribonuclease, RNase K b [Source:ZFIN;Acc:ZDB-GENE-060825-160]"
