"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000005463";"ENSDARG00000005463";"11 x 8";"72hpf_pos_hand2.1";"slc30a1a";"solute carrier family 30 (zinc transporter), member 1a [Source:ZFIN;Acc:ZDB-GENE-040426-1840]"
"ENSDARG00000007180";"ENSDARG00000007180";"5 x 12";"72hpf_pos_gata5.1";"slc30a4";"solute carrier family 30 (zinc transporter), member 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1408]"
"ENSDARG00000019998";"ENSDARG00000019998";"25 x 4";"48hpf_pos.1";"slc30a7";"solute carrier family 30 (zinc transporter), member 7 [Source:ZFIN;Acc:ZDB-GENE-030131-5650]"
"ENSDARG00000021305";"ENSDARG00000021305";"7 x 30";"72hpf_pos.1";"slc30a2";"solute carrier family 30 (zinc transporter), member 2 [Source:ZFIN;Acc:ZDB-GENE-041014-347]"
"ENSDARG00000041623";"ENSDARG00000041623";"1 x 6";"72hpf_pos_gata5.1";"mt";"metallothionein 2 [Source:ZFIN;Acc:ZDB-GENE-030131-4174]"
"ENSDARG00000051921";"ENSDARG00000051921";"19 x 16";"72hpf_pos";"slc30a5";"solute carrier family 30 (zinc transporter), member 5 [Source:ZFIN;Acc:ZDB-GENE-040718-6]"
"ENSDARG00000053858";"ENSDARG00000053858";"7 x 10";"72hpf_neg";"crip1";"cysteine-rich protein 1 [Source:ZFIN;Acc:ZDB-GENE-041111-1]"
"ENSDARG00000053896";"ENSDARG00000053896";"32 x 15";"24hpf_pos";"slc30a1b";"solute carrier family 30 (zinc transporter), member 1b [Source:ZFIN;Acc:ZDB-GENE-070424-43]"
"ENSDARG00000054584";"ENSDARG00000054584";"39 x 15";"24hpf_pos.1";"LOC100002134";""
"ENSDARG00000101434";"ENSDARG00000101434";"28 x 28";"48hpf_pos.1";"slc39a3";"solute carrier family 39 (zinc transporter), member 3 [Source:ZFIN;Acc:ZDB-GENE-060315-9]"
