"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000001953";"ENSDARG00000001953";"12 x 9";"72hpf_pos_hand2.1";"pfkfb3";"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3 [Source:ZFIN;Acc:ZDB-GENE-040426-2724]"
"ENSDARG00000002037";"ENSDARG00000002037";"1 x 19";"48hpf_pos";"pfkfb2b";"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2b [Source:ZFIN;Acc:ZDB-GENE-120222-1]"
"ENSDARG00000012366";"ENSDARG00000012366";"1 x 33";"72hpf_neg";"fbp2";"fructose-1,6-bisphosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-040822-23]"
"ENSDARG00000020364";"ENSDARG00000020364";"1 x 5";"72hpf_pos_tbx5";"fbp1b";"fructose-1,6-bisphosphatase 1b [Source:ZFIN;Acc:ZDB-GENE-021206-11]"
"ENSDARG00000021366";"ENSDARG00000021366";"3 x 1";"48hpf_pos.1";"fbp1a";"fructose-1,6-bisphosphatase 1a [Source:ZFIN;Acc:ZDB-GENE-030131-7171]"
"ENSDARG00000023840";"ENSDARG00000023840";"9 x 16";"72hpf_pos_gata5.1";"pfkfb2a";"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 2a [Source:ZFIN;Acc:ZDB-GENE-040426-966]"
"ENSDARG00000029075";"ENSDARG00000029075";"11 x 12";"72hpf_pos.1";"pfkfb4b";"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4b [Source:ZFIN;Acc:ZDB-GENE-031031-4]"
"ENSDARG00000029874";"ENSDARG00000029874";"9 x 17";"72hpf_pos.1";"khk";"ketohexokinase [Source:ZFIN;Acc:ZDB-GENE-040718-381]"
"ENSDARG00000037140";"ENSDARG00000037140";"31 x 1";"72hpf_pos";"pfkfb1";"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5664]"
"ENSDARG00000055540";"ENSDARG00000055540";"14 x 11";"72hpf_pos_hand2.1";"pfkfb4a";"6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4a [Source:ZFIN;Acc:ZDB-GENE-051120-51]"
"ENSDARG00000074457";"ENSDARG00000074457";"20 x 16";"72hpf_pos";"si:dkey-96f10.1";"si:dkey-96f10.1 [Source:ZFIN;Acc:ZDB-GENE-090312-154]"
