"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000003576";"ENSDARG00000003576";"10 x 7";"72hpf_pos_tbx5.1";"klhl32";"kelch-like family member 32 [Source:ZFIN;Acc:ZDB-GENE-070209-47]"
"ENSDARG00000005814";"ENSDARG00000005814";"24 x 15";"48hpf_neg";"klhl10a";"kelch-like family member 10a [Source:ZFIN;Acc:ZDB-GENE-131015-1]"
"ENSDARG00000006604";"ENSDARG00000006604";"40 x 25";"24hpf_neg";"pvrl3b";"poliovirus receptor-related 3b [Source:ZFIN;Acc:ZDB-GENE-050327-14]"
"ENSDARG00000021432";"ENSDARG00000021432";"28 x 16";"48hpf_pos";"odf3l2";"outer dense fiber of sperm tails 3-like 2 [Source:ZFIN;Acc:ZDB-GENE-080723-64]"
"ENSDARG00000028548";"ENSDARG00000028548";"21 x 23";"72hpf_neg_tbx5";"klhl10b.2";"kelch-like family member 10b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-131127-61]"
"ENSDARG00000041699";"ENSDARG00000041699";"21 x 11";"72hpf_pos_gata5.1";"piwil1";"piwi-like RNA-mediated gene silencing 1 [Source:ZFIN;Acc:ZDB-GENE-030813-2]"
"ENSDARG00000053876";"ENSDARG00000053876";"40 x 19";"24hpf_pos.1";"klhl26";"kelch-like family member 26 [Source:ZFIN;Acc:ZDB-GENE-030131-5975]"
"ENSDARG00000058370";"ENSDARG00000058370";"21 x 29";"72hpf_neg_gata5";"ropn1l";"rhophilin associated tail protein 1-like [Source:ZFIN;Acc:ZDB-GENE-040724-235]"
"ENSDARG00000059951";"ENSDARG00000059951";"23 x 25";"72hpf_neg";"pld6";"phospholipase D family, member 6 [Source:ZFIN;Acc:ZDB-GENE-030131-3825]"
"ENSDARG00000071450";"ENSDARG00000071450";"9 x 22";"72hpf_pos.1";"tdrd5";"tudor domain containing 5 [Source:ZFIN;Acc:ZDB-GENE-050208-502]"
"ENSDARG00000097283";"ENSDARG00000097283";"22 x 23";"48hpf_neg";"klhl10b.1";"kelch-like family member 10b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-131015-2]"
"ENSDARG00000097726";"ENSDARG00000097726";"21 x 31";"72hpf_neg_gata5";"si:ch211-149e23.4";"si:ch211-149e23.4 [Source:ZFIN;Acc:ZDB-GENE-131121-606]"
"ENSDARG00000100431";"ENSDARG00000100431";"1 x 28";"72hpf_neg";"spaca4l";"sperm acrosome associated 4 like [Source:ZFIN;Acc:ZDB-GENE-101011-2]"
"ENSDARG00000103638";"ENSDARG00000103638";"38 x 10";"72hpf_pos.1";"";""
