"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000004402";"ENSDARG00000004402";"8 x 34";"72hpf_neg_tbx5";"elovl6";"ELOVL fatty acid elongase 6 [Source:ZFIN;Acc:ZDB-GENE-030114-1]"
"ENSDARG00000004979";"ENSDARG00000004979";"39 x 1";"72hpf_pos_hand2.1";"elovl5";"ELOVL fatty acid elongase 5 [Source:ZFIN;Acc:ZDB-GENE-040407-2]"
"ENSDARG00000006773";"ENSDARG00000006773";"11 x 39";"48hpf_neg";"elovl4a";"ELOVL fatty acid elongase 4a [Source:ZFIN;Acc:ZDB-GENE-040426-1767]"
"ENSDARG00000007347";"ENSDARG00000007347";"15 x 2";"48hpf_pos";"degs1";"delta(4)-desaturase, sphingolipid 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5283]"
"ENSDARG00000014806";"ENSDARG00000014806";"2 x 19";"72hpf_pos_tbx5.1";"hacd2";"3-hydroxyacyl-CoA dehydratase 2 [Source:ZFIN;Acc:ZDB-GENE-030131-6053]"
"ENSDARG00000016038";"ENSDARG00000016038";"13 x 22";"72hpf_pos_tbx5.1";"hacd3";"3-hydroxyacyl-CoA dehydratase 3 [Source:ZFIN;Acc:ZDB-GENE-040426-1200]"
"ENSDARG00000027495";"ENSDARG00000027495";"1 x 32";"72hpf_pos.1";"elovl4b";"ELOVL fatty acid elongase 4b [Source:ZFIN;Acc:ZDB-GENE-030131-7672]"
"ENSDARG00000038639";"ENSDARG00000038639";"12 x 19";"72hpf_pos_gata5";"elovl6l";"ELOVL family member 6, elongation of long chain fatty acids like [Source:ZFIN;Acc:ZDB-GENE-031110-3]"
"ENSDARG00000042544";"ENSDARG00000042544";"16 x 17";"72hpf_pos_gata5";"degs2";"delta(4)-desaturase, sphingolipid 2 [Source:ZFIN;Acc:ZDB-GENE-080228-1]"
"ENSDARG00000045414";"ENSDARG00000045414";"37 x 6";"24hpf_pos";"elovl2";"ELOVL fatty acid elongase 2 [Source:ZFIN;Acc:ZDB-GENE-060421-5612]"
"ENSDARG00000057365";"ENSDARG00000057365";"10 x 10";"72hpf_pos_tbx5.1";"elovl8b";"ELOVL fatty acid elongase 8b [Source:ZFIN;Acc:ZDB-GENE-050522-453]"
"ENSDARG00000068551";"ENSDARG00000068551";"22 x 27";"48hpf_neg";"elovl8a";"ELOVL fatty acid elongase 8a [Source:ZFIN;Acc:ZDB-GENE-060929-240]"
"ENSDARG00000069279";"ENSDARG00000069279";"2 x 25";"72hpf_pos_gata5";"elovl7a";"ELOVL fatty acid elongase 7a [Source:ZFIN;Acc:ZDB-GENE-030131-6149]"
"ENSDARG00000099960";"ENSDARG00000099960";"11 x 9";"72hpf_pos_hand2";"elovl1a";"ELOVL fatty acid elongase 1a [Source:ZFIN;Acc:ZDB-GENE-041010-66]"
"ENSDARG00000103744";"ENSDARG00000103744";"11 x 14";"72hpf_pos_tbx5.1";"hacd1";"3-hydroxyacyl-CoA dehydratase 1 [Source:ZFIN;Acc:ZDB-GENE-170413-2]"
