"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000011208";"ENSDARG00000011208";"13 x 29";"72hpf_neg_tbx5";"cox5b1";"cytochrome c oxidase subunit 5B [Source:HGNC Symbol;Acc:HGNC:2269]"
"ENSDARG00000012388";"ENSDARG00000012388";"18 x 4";"48hpf_pos";"cox4i1l";"cytochrome c oxidase subunit IV isoform 1, like [Source:ZFIN;Acc:ZDB-GENE-130814-2]"
"ENSDARG00000015978";"ENSDARG00000015978";"26 x 3";"72hpf_pos_gata5.1";"zgc:86599";"zgc:86599 [Source:ZFIN;Acc:ZDB-GENE-040625-180]"
"ENSDARG00000022438";"ENSDARG00000022438";"24 x 2";"72hpf_pos_tbx5";"cox6a1";"cytochrome c oxidase subunit VIa polypeptide 1 [Source:ZFIN;Acc:ZDB-GENE-030131-7715]"
"ENSDARG00000022509";"ENSDARG00000022509";"18 x 4";"72hpf_pos_gata5.1";"cox4i2";"cytochrome c oxidase subunit IV isoform 2 [Source:ZFIN;Acc:ZDB-GENE-040426-1775]"
"ENSDARG00000032970";"ENSDARG00000032970";"4 x 15";"72hpf_pos_hand2";"cox4i1";"cytochrome c oxidase subunit IV isoform 1 [Source:ZFIN;Acc:ZDB-GENE-030131-5175]"
"ENSDARG00000044562";"ENSDARG00000044562";"14 x 6";"72hpf_pos_hand2.1";"cycsb";"cytochrome c, somatic b [Source:ZFIN;Acc:ZDB-GENE-040625-38]"
"ENSDARG00000054588";"ENSDARG00000054588";"11 x 19";"72hpf_neg_gata5";"cox6a2";"cytochrome c oxidase subunit VIa polypeptide 2 [Source:ZFIN;Acc:ZDB-GENE-040912-129]"
"ENSDARG00000063905";"ENSDARG00000063905";"9 x 13";"72hpf_pos.1";"COX1";"cytochrome c oxidase I, mitochondrial [Source:ZFIN;Acc:ZDB-GENE-011205-14]"
"ENSDARG00000088383";"ENSDARG00000088383";"7 x 17";"72hpf_pos.1";"cox5aa";"cytochrome c oxidase subunit Vaa [Source:ZFIN;Acc:ZDB-GENE-050522-133]"
"ENSDARG00000095273";"ENSDARG00000095273";"3 x 15";"48hpf_pos";"cox8a";"cytochrome c oxidase subunit VIIIA (ubiquitous) [Source:ZFIN;Acc:ZDB-GENE-030131-9136]"
"ENSDARG00000095793";"ENSDARG00000095793";"18 x 29";"72hpf_neg_tbx5";"si:dkey-85n7.8";"si:dkey-85n7.8 [Source:ZFIN;Acc:ZDB-GENE-110411-127]"
"ENSDARG00000097209";"ENSDARG00000097209";"25 x 1";"72hpf_pos_tbx5.1";"cox8b";"cytochrome c oxidase subunit 8b [Source:ZFIN;Acc:ZDB-GENE-110620-4]"
"ENSDARG00000104537";"ENSDARG00000104537";"20 x 1";"72hpf_pos_gata5";"cox7c";"cytochrome c oxidase, subunit VIIc [Source:ZFIN;Acc:ZDB-GENE-030131-8062]"
