"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000002020";"ENSDARG00000002020";"22 x 12";"72hpf_pos_tbx5";"rictorb";"RPTOR independent companion of MTOR, complex 2b [Source:ZFIN;Acc:ZDB-GENE-070810-5]"
"ENSDARG00000002235";"ENSDARG00000002235";"4 x 31";"72hpf_neg";"mmp14a";"matrix metallopeptidase 14a (membrane-inserted) [Source:ZFIN;Acc:ZDB-GENE-030901-1]"
"ENSDARG00000008388";"ENSDARG00000008388";"7 x 26";"72hpf_neg";"mmp14b";"matrix metallopeptidase 14b (membrane-inserted) [Source:ZFIN;Acc:ZDB-GENE-030901-2]"
"ENSDARG00000019345";"ENSDARG00000019345";"12 x 26";"72hpf_pos";"mark3a";"MAP/microtubule affinity-regulating kinase 3a [Source:ZFIN;Acc:ZDB-GENE-030131-6232]"
"ENSDARG00000022712";"ENSDARG00000022712";"19 x 6";"72hpf_pos_hand2.1";"stat3";"signal transducer and activator of transcription 3 (acute-phase response factor) [Source:ZFIN;Acc:ZDB-GENE-980526-68]"
"ENSDARG00000023914";"ENSDARG00000023914";"8 x 38";"72hpf_neg_tbx5";"mark4a";"MAP/microtubule affinity-regulating kinase 4a [Source:ZFIN;Acc:ZDB-GENE-060531-156]"
"ENSDARG00000024966";"ENSDARG00000024966";"1 x 19";"72hpf_neg_gata5";"si:dkey-31m14.7";"si:dkey-31m14.7 [Source:ZFIN;Acc:ZDB-GENE-121214-92]"
"ENSDARG00000026630";"ENSDARG00000026630";"15 x 29";"72hpf_neg_hand2";"mark3b";"MAP/microtubule affinity-regulating kinase 3b [Source:ZFIN;Acc:ZDB-GENE-060929-80]"
"ENSDARG00000027397";"ENSDARG00000027397";"27 x 40";"48hpf_neg";"vangl2";"VANGL planar cell polarity protein 2 [Source:ZFIN;Acc:ZDB-GENE-020507-3]"
"ENSDARG00000030759";"ENSDARG00000030759";"37 x 37";"24hpf_pos.1";"melk";"maternal embryonic leucine zipper kinase [Source:ZFIN;Acc:ZDB-GENE-990603-5]"
"ENSDARG00000032458";"ENSDARG00000032458";"27 x 30";"72hpf_neg_gata5";"mark2b";"MAP/microtubule affinity-regulating kinase 2b [Source:ZFIN;Acc:ZDB-GENE-080215-4]"
"ENSDARG00000079905";"ENSDARG00000079905";"23 x 31";"72hpf_neg_gata5";"mark2a";"MAP/microtubule affinity-regulating kinase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-4145]"
"ENSDARG00000104014";"ENSDARG00000104014";"13 x 34";"48hpf_neg";"";"MAP/microtubule affinity-regulating kinase 1 [Source:ZFIN;Acc:ZDB-GENE-070626-2]"
