"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000002494";"ENSDARG00000002494";"18 x 40";"48hpf_neg";"itgb6";"integrin, beta 6 [Source:ZFIN;Acc:ZDB-GENE-100812-2]"
"ENSDARG00000009471";"ENSDARG00000009471";"15 x 26";"72hpf_neg_hand2";"nid2b";"nidogen 2b (osteonidogen) [Source:ZFIN;Acc:ZDB-GENE-040724-143]"
"ENSDARG00000016939";"ENSDARG00000016939";"10 x 1";"72hpf_pos_hand2.1";"itgb2";"integrin, beta 2 [Source:ZFIN;Acc:ZDB-GENE-110411-4]"
"ENSDARG00000019117";"ENSDARG00000019117";"40 x 19";"24hpf_pos.1";"parvb";"parvin, beta [Source:ZFIN;Acc:ZDB-GENE-030131-4411]"
"ENSDARG00000028222";"ENSDARG00000028222";"14 x 36";"24hpf_neg";"";"integrin, beta 8 [Source:ZFIN;Acc:ZDB-GENE-071213-3]"
"ENSDARG00000028507";"ENSDARG00000028507";"1 x 10";"48hpf_pos.1";"itgb4";"integrin, beta 4 [Source:ZFIN;Acc:ZDB-GENE-030131-7209]"
"ENSDARG00000031588";"ENSDARG00000031588";"3 x 11";"72hpf_pos_gata5";"si:ch211-39f2.3";"si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]"
"ENSDARG00000044318";"ENSDARG00000044318";"9 x 1";"72hpf_pos_tbx5";"itgb7";"integrin, beta 7 [Source:ZFIN;Acc:ZDB-GENE-100728-2]"
"ENSDARG00000044433";"ENSDARG00000044433";"3 x 38";"72hpf_neg";"sned1";"sushi, nidogen and EGF-like domains 1 [Source:ZFIN;Acc:ZDB-GENE-100913-1]"
"ENSDARG00000045070";"ENSDARG00000045070";"5 x 25";"72hpf_neg";"itgb3b";"integrin beta 3b [Source:ZFIN;Acc:ZDB-GENE-071207-2]"
"ENSDARG00000045420";"ENSDARG00000045420";"2 x 12";"48hpf_pos";"epdr1";"ependymin related 1 [Source:ZFIN;Acc:ZDB-GENE-040718-113]"
