"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000038687";"ENSDARG00000038687";"6 x 5";"72hpf_pos_tbx5.1";"nfkb2";"nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100) [Source:ZFIN;Acc:ZDB-GENE-030131-6701]"
"ENSDARG00000043531";"ENSDARG00000043531";"12 x 11";"72hpf_pos.1";"jun";"jun proto-oncogene [Source:ZFIN;Acc:ZDB-GENE-030131-7859]"
"ENSDARG00000055276";"ENSDARG00000055276";"9 x 1";"72hpf_pos_hand2.1";"rel";"v-rel avian reticuloendotheliosis viral oncogene homolog [Source:ZFIN;Acc:ZDB-GENE-040718-255]"
"ENSDARG00000061226";"ENSDARG00000061226";"3 x 9";"72hpf_pos_gata5.1";"timp2a";"TIMP metallopeptidase inhibitor 2a [Source:ZFIN;Acc:ZDB-GENE-030612-1]"
"ENSDARG00000067850";"ENSDARG00000067850";"3 x 10";"72hpf_pos_hand2";"jund";"jun D proto-oncogene [Source:ZFIN;Acc:ZDB-GENE-070725-2]"
"ENSDARG00000068939";"ENSDARG00000068939";"9 x 8";"72hpf_pos_hand2.1";"xaf1";"XIAP associated factor 1 [Source:ZFIN;Acc:ZDB-GENE-060929-840]"
"ENSDARG00000074378";"ENSDARG00000074378";"9 x 1";"72hpf_pos_hand2";"junba";"jun B proto-oncogene a [Source:ZFIN;Acc:ZDB-GENE-040426-2172]"
"ENSDARG00000075123";"ENSDARG00000075123";"37 x 19";"24hpf_pos.1";"trafd1";"TRAF-type zinc finger domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-070410-43]"
"ENSDARG00000075261";"ENSDARG00000075261";"32 x 20";"24hpf_pos";"timp2b";"TIMP metallopeptidase inhibitor 2b [Source:ZFIN;Acc:ZDB-GENE-040426-2655]"
"ENSDARG00000086173";"ENSDARG00000086173";"17 x 3";"72hpf_pos_gata5.1";"relb";"v-rel avian reticuloendotheliosis viral oncogene homolog B [Source:ZFIN;Acc:ZDB-GENE-030131-9531]"
"ENSDARG00000090394";"ENSDARG00000090394";"36 x 29";"24hpf_neg";"timp4.1";"TIMP metallopeptidase inhibitor 4, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-100603-1]"
"ENSDARG00000102617";"ENSDARG00000102617";"18 x 22";"48hpf_pos.1";"timp4.2";"TIMP metallopeptidase inhibitor 4, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-160114-61]"
"ENSDARG00000104090";"ENSDARG00000104090";"1 x 11";"72hpf_pos_hand2.1";"zgc:153924";"zgc:153924 [Source:ZFIN;Acc:ZDB-GENE-060929-812]"
