"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000003259";"ENSDARG00000003259";"17 x 34";"72hpf_neg";"loxa";"lysyl oxidase a [Source:ZFIN;Acc:ZDB-GENE-040426-2398]"
"ENSDARG00000025089";"ENSDARG00000025089";"1 x 32";"72hpf_neg_gata5";"loxl4";"lysyl oxidase-like 4 [Source:ZFIN;Acc:ZDB-GENE-080722-19]"
"ENSDARG00000039563";"ENSDARG00000039563";"3 x 22";"72hpf_pos.1";"loxl3b";"lysyl oxidase-like 3b [Source:ZFIN;Acc:ZDB-GENE-030131-8210]"
"ENSDARG00000044010";"ENSDARG00000044010";"9 x 38";"72hpf_neg_hand2";"loxl2a";"lysyl oxidase-like 2a [Source:ZFIN;Acc:ZDB-GENE-070818-1]"
"ENSDARG00000044074";"ENSDARG00000044074";"14 x 39";"72hpf_neg";"loxl2b";"lysyl oxidase-like 2b [Source:ZFIN;Acc:ZDB-GENE-050208-29]"
"ENSDARG00000054451";"ENSDARG00000054451";"1 x 36";"72hpf_neg_gata5";"loxl1";"lysyl oxidase-like 1 [Source:ZFIN;Acc:ZDB-GENE-060503-693]"
"ENSDARG00000071680";"ENSDARG00000071680";"24 x 1";"48hpf_pos";"loxl5a";"lysyl oxidase-like 5a [Source:ZFIN;Acc:ZDB-GENE-070705-186]"
"ENSDARG00000076306";"ENSDARG00000076306";"22 x 14";"72hpf_neg";"loxl3a";"lysyl oxidase-like 3a [Source:ZFIN;Acc:ZDB-GENE-070818-2]"
"ENSDARG00000076904";"ENSDARG00000076904";"15 x 19";"72hpf_pos_gata5";"loxl5b";"lysyl oxidase-like 5b [Source:ZFIN;Acc:ZDB-GENE-070818-3]"
"ENSDARG00000104216";"ENSDARG00000104216";"4 x 27";"72hpf_neg";"";""
"ENSDARG00000105442";"ENSDARG00000105442";"30 x 29";"24hpf_pos";"";"si:cabz01100188.1 [Source:ZFIN;Acc:ZDB-GENE-160114-30]"
