"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000012823";"ENSDARG00000012823";"13 x 29";"72hpf_neg_hand2";"dlgap4b";"discs, large (Drosophila) homolog-associated protein 4b [Source:ZFIN;Acc:ZDB-GENE-101215-2]"
"ENSDARG00000014280";"ENSDARG00000014280";"7 x 32";"72hpf_neg_tbx5";"dlgap1a";"discs, large (Drosophila) homolog-associated protein 1a [Source:ZFIN;Acc:ZDB-GENE-030616-580]"
"ENSDARG00000021372";"ENSDARG00000021372";"2 x 10";"72hpf_pos_gata5";"tob1b";"transducer of ERBB2, 1b [Source:ZFIN;Acc:ZDB-GENE-040426-2151]"
"ENSDARG00000037415";"ENSDARG00000037415";"10 x 33";"72hpf_neg_tbx5";"dlgap1b";"discs, large (Drosophila) homolog-associated protein 1b [Source:ZFIN;Acc:ZDB-GENE-091116-98]"
"ENSDARG00000045167";"ENSDARG00000045167";"38 x 39";"24hpf_pos.1";"dlgap5";"discs, large (Drosophila) homolog-associated protein 5 [Source:ZFIN;Acc:ZDB-GENE-040912-160]"
"ENSDARG00000053279";"ENSDARG00000053279";"15 x 38";"72hpf_neg_gata5";"apln";"apelin [Source:ZFIN;Acc:ZDB-GENE-070521-8]"
"ENSDARG00000055459";"ENSDARG00000055459";"8 x 36";"72hpf_neg_tbx5";"dlgap3";"discs, large (Drosophila) homolog-associated protein 3 [Source:ZFIN;Acc:ZDB-GENE-060503-413]"
"ENSDARG00000059340";"ENSDARG00000059340";"11 x 33";"72hpf_neg_tbx5";"dlgap2a";"discs, large (Drosophila) homolog-associated protein 2a [Source:ZFIN;Acc:ZDB-GENE-101215-1]"
"ENSDARG00000060849";"ENSDARG00000060849";"2 x 18";"72hpf_neg_tbx5";"";"discs, large (Drosophila) homolog-associated protein 4a [Source:ZFIN;Acc:ZDB-GENE-080219-51]"
"ENSDARG00000076070";"ENSDARG00000076070";"25 x 27";"72hpf_neg_tbx5";"";"si:ch211-223m11.1 [Source:ZFIN;Acc:ZDB-GENE-061106-1]"
"ENSDARG00000092376";"ENSDARG00000092376";"8 x 31";"72hpf_neg_hand2";"";"discs, large (Drosophila) homolog-associated protein 2b [Source:ZFIN;Acc:ZDB-GENE-040724-191]"
