"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000002259";"ENSDARG00000002259";"16 x 19";"72hpf_pos_gata5";"ca15c";"carbonic anhydrase XV c [Source:ZFIN;Acc:ZDB-GENE-061013-737]"
"ENSDARG00000011166";"ENSDARG00000011166";"40 x 40";"24hpf_pos.1";"cahz";"carbonic anhydrase [Source:ZFIN;Acc:ZDB-GENE-980526-39]"
"ENSDARG00000014488";"ENSDARG00000014488";"8 x 12";"72hpf_pos.1";"ca2";"carbonic anhydrase II [Source:ZFIN;Acc:ZDB-GENE-031219-5]"
"ENSDARG00000015654";"ENSDARG00000015654";"30 x 26";"24hpf_neg";"ca15a";"carbonic anhydrase XVa [Source:ZFIN;Acc:ZDB-GENE-070424-7]"
"ENSDARG00000039098";"ENSDARG00000039098";"16 x 37";"72hpf_neg_gata5";"ca8";"carbonic anhydrase VIII [Source:ZFIN;Acc:ZDB-GENE-050417-26]"
"ENSDARG00000040510";"ENSDARG00000040510";"30 x 22";"24hpf_pos";"ca15b";"carbonic anhydrase XVb [Source:ZFIN;Acc:ZDB-GENE-040426-2222]"
"ENSDARG00000042293";"ENSDARG00000042293";"10 x 19";"72hpf_pos.1";"ca4b";"carbonic anhydrase IV b [Source:ZFIN;Acc:ZDB-GENE-080815-5]"
"ENSDARG00000043589";"ENSDARG00000043589";"14 x 34";"72hpf_neg_hand2";"ca4a";"carbonic anhydrase IV a [Source:ZFIN;Acc:ZDB-GENE-080204-85]"
"ENSDARG00000044512";"ENSDARG00000044512";"28 x 24";"24hpf_neg";"ca4c";"carbonic anhydrase IV c [Source:ZFIN;Acc:ZDB-GENE-080815-6]"
"ENSDARG00000045139";"ENSDARG00000045139";"16 x 21";"72hpf_pos_gata5.1";"ca7";"carbonic anhydrase VII [Source:ZFIN;Acc:ZDB-GENE-040426-1786]"
"ENSDARG00000045644";"ENSDARG00000045644";"5 x 23";"72hpf_neg_gata5";"";"carbonic anhydrase XII [Source:ZFIN;Acc:ZDB-GENE-080815-4]"
"ENSDARG00000055730";"ENSDARG00000055730";"34 x 18";"24hpf_pos.1";"trim35-29";"tripartite motif containing 35-29 [Source:ZFIN;Acc:ZDB-GENE-041114-35]"
"ENSDARG00000056499";"ENSDARG00000056499";"16 x 40";"72hpf_neg_hand2";"ca6";"carbonic anhydrase VI [Source:ZFIN;Acc:ZDB-GENE-030131-7091]"
"ENSDARG00000060829";"ENSDARG00000060829";"17 x 28";"72hpf_neg_hand2";"car15";"carbonic anhydrase 15 [Source:ZFIN;Acc:ZDB-GENE-091204-152]"
"ENSDARG00000074666";"ENSDARG00000074666";"26 x 24";"24hpf_neg";"zgc:153760";"zgc:153760 [Source:ZFIN;Acc:ZDB-GENE-060929-528]"
"ENSDARG00000087756";"ENSDARG00000087756";"18 x 22";"48hpf_pos.1";"si:ch211-173d10.4";"si:ch211-173d10.4 [Source:ZFIN;Acc:ZDB-GENE-121214-331]"
"ENSDARG00000101778";"ENSDARG00000101778";"8 x 13";"72hpf_pos_tbx5";"ca5a";"carbonic anhydrase Va [Source:ZFIN;Acc:ZDB-GENE-080220-57]"
"ENSDARG00000102300";"ENSDARG00000102300";"7 x 23";"48hpf_neg";"ca9";"carbonic anhydrase IX [Source:ZFIN;Acc:ZDB-GENE-080818-5]"
