"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000010478";"ENSDARG00000010478";"30 x 33";"24hpf_neg";"hsp90aa1.1";"heat shock protein 90, alpha (cytosolic), class A member 1, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-990415-94]"
"ENSDARG00000011076";"ENSDARG00000011076";"2 x 15";"48hpf_pos.1";"zgc:91968";"zgc:91968 [Source:ZFIN;Acc:ZDB-GENE-040704-1]"
"ENSDARG00000029036";"ENSDARG00000029036";"1 x 1";"48hpf_pos";"rab32a";"RAB32a, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-031006-10]"
"ENSDARG00000033760";"ENSDARG00000033760";"10 x 23";"72hpf_pos.1";"pmelb";"premelanosome protein b [Source:ZFIN;Acc:ZDB-GENE-050912-2]"
"ENSDARG00000036499";"ENSDARG00000036499";"17 x 4";"72hpf_pos_gata5.1";"zgc:162171";"zgc:162171 [Source:ZFIN;Acc:ZDB-GENE-070424-24]"
"ENSDARG00000041165";"ENSDARG00000041165";"21 x 18";"72hpf_pos_tbx5.1";"rab32b";"RAB32b, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-090821-4]"
"ENSDARG00000087762";"ENSDARG00000087762";"1 x 1";"72hpf_pos_hand2";"rab27b";"RAB27B, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-120215-85]"
"ENSDARG00000091298";"ENSDARG00000091298";"11 x 24";"24hpf_neg";"pmela";"premelanosome protein a [Source:ZFIN;Acc:ZDB-GENE-030131-9818]"
"ENSDARG00000103935";"ENSDARG00000103935";"2 x 1";"48hpf_pos.1";"rab27a";"RAB27A, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-050913-46]"
"ENSDARG00000105275";"ENSDARG00000105275";"2 x 1";"72hpf_pos_gata5.1";"";""
