"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000003008";"ENSDARG00000003008";"2 x 12";"72hpf_pos";"prkcea";"protein kinase C, epsilon a [Source:ZFIN;Acc:ZDB-GENE-030131-8191]"
"ENSDARG00000004561";"ENSDARG00000004561";"9 x 27";"72hpf_pos.1";"prkcg";"protein kinase C, gamma [Source:ZFIN;Acc:ZDB-GENE-090206-1]"
"ENSDARG00000008723";"ENSDARG00000008723";"4 x 28";"72hpf_pos.1";"prkcba";"protein kinase C, beta a [Source:ZFIN;Acc:ZDB-GENE-040426-1354]"
"ENSDARG00000009208";"ENSDARG00000009208";"36 x 34";"24hpf_pos.1";"prkcda";"protein kinase C, delta a [Source:ZFIN;Acc:ZDB-GENE-030131-6503]"
"ENSDARG00000018382";"ENSDARG00000018382";"33 x 12";"24hpf_pos.1";"prkcha";"protein kinase C, eta, a [Source:ZFIN;Acc:ZDB-GENE-080402-5]"
"ENSDARG00000021225";"ENSDARG00000021225";"6 x 16";"72hpf_pos_gata5.1";"prkci";"protein kinase C, iota [Source:ZFIN;Acc:ZDB-GENE-011105-1]"
"ENSDARG00000022254";"ENSDARG00000022254";"14 x 12";"72hpf_neg_tbx5";"prkcbb";"protein kinase C, beta b [Source:ZFIN;Acc:ZDB-GENE-040426-1178]"
"ENSDARG00000034173";"ENSDARG00000034173";"5 x 8";"72hpf_pos_hand2.1";"prkcq";"protein kinase C, theta [Source:ZFIN;Acc:ZDB-GENE-041210-195]"
"ENSDARG00000039241";"ENSDARG00000039241";"7 x 26";"72hpf_pos.1";"prkca";"protein kinase C, alpha [Source:ZFIN;Acc:ZDB-GENE-050208-100]"
"ENSDARG00000043243";"ENSDARG00000043243";"25 x 7";"72hpf_pos_gata5.1";"prkchb";"protein kinase C, eta, b [Source:ZFIN;Acc:ZDB-GENE-041001-104]"
"ENSDARG00000043332";"ENSDARG00000043332";"12 x 37";"72hpf_neg_tbx5";"prkcz";"protein kinase C, zeta [Source:ZFIN;Acc:ZDB-GENE-070511-1]"
"ENSDARG00000069928";"ENSDARG00000069928";"4 x 12";"72hpf_pos_gata5.1";"prkceb";"protein kinase C, epsilon b [Source:ZFIN;Acc:ZDB-GENE-081028-47]"
"ENSDARG00000070651";"ENSDARG00000070651";"8 x 12";"72hpf_pos_gata5";"prkcdb";"protein kinase C, delta b [Source:ZFIN;Acc:ZDB-GENE-111129-1]"
"ENSDARG00000075949";"ENSDARG00000075949";"8 x 27";"24hpf_pos.1";"prkd1";"protein kinase D1 [Source:ZFIN;Acc:ZDB-GENE-080131-1]"
"ENSDARG00000079967";"ENSDARG00000079967";"3 x 21";"72hpf_pos_tbx5.1";"prkd3";"protein kinase D3 [Source:ZFIN;Acc:ZDB-GENE-130530-880]"
"ENSDARG00000087018";"ENSDARG00000087018";"31 x 1";"24hpf_pos.1";"";""
"ENSDARG00000099841";"ENSDARG00000099841";"18 x 5";"72hpf_pos_tbx5";"si:ch73-374l24.1";"si:ch73-374l24.1 [Source:ZFIN;Acc:ZDB-GENE-141216-6]"
"ENSDARG00000104153";"ENSDARG00000104153";"21 x 23";"72hpf_neg_tbx5";"";"zgc:175248 [Source:ZFIN;Acc:ZDB-GENE-080204-93]"
"ENSDARG00000104676";"ENSDARG00000104676";"24 x 31";"72hpf_neg_gata5";"";"protein kinase D2 [Source:ZFIN;Acc:ZDB-GENE-131120-142]"
