"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000009087";"ENSDARG00000009087";"10 x 13";"72hpf_pos";"cd74a";"CD74 molecule, major histocompatibility complex, class II invariant chain a [Source:ZFIN;Acc:ZDB-GENE-000901-1]"
"ENSDARG00000013771";"ENSDARG00000013771";"8 x 1";"72hpf_pos_hand2.1";"ctss2.2";"cathepsin S, ortholog 2, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-050626-55]"
"ENSDARG00000031745";"ENSDARG00000031745";"8 x 22";"72hpf_pos.1";"si:busm1-266f07.2";"si:busm1-266f07.2 [Source:ZFIN;Acc:ZDB-GENE-030616-436]"
"ENSDARG00000036628";"ENSDARG00000036628";"10 x 9";"72hpf_pos_hand2.1";"cd74b";"CD74 molecule, major histocompatibility complex, class II invariant chain b [Source:ZFIN;Acc:ZDB-GENE-990910-10]"
"ENSDARG00000036940";"ENSDARG00000036940";"14 x 18";"72hpf_pos_gata5";"ctss1";"cathepsin S, ortholog 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1583]"
"ENSDARG00000056330";"ENSDARG00000056330";"23 x 29";"72hpf_neg_gata5";"mhc2dbb";"major histocompatibility complex class II DBB gene [Source:ZFIN;Acc:ZDB-GENE-010112-2]"
"ENSDARG00000074656";"ENSDARG00000074656";"5 x 1";"72hpf_pos_gata5";"ctss2.1";"cathepsin S, ortholog2, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-050522-559]"
"ENSDARG00000075932";"ENSDARG00000075932";"17 x 19";"72hpf_pos_gata5";"LOC571282";"si:ch73-211l2.3 [Source:ZFIN;Acc:ZDB-GENE-081105-52]"
"ENSDARG00000079105";"ENSDARG00000079105";"10 x 12";"72hpf_pos.1";"mhc2dab";"major histocompatibility complex class II DAB gene [Source:ZFIN;Acc:ZDB-GENE-980526-200]"
"ENSDARG00000101030";"ENSDARG00000101030";"1 x 5";"72hpf_pos_hand2.1";"si:ch73-158p21.3";"si:ch73-158p21.3 [Source:ZFIN;Acc:ZDB-GENE-030131-4747]"
"ENSDARG00000101337";"ENSDARG00000101337";"14 x 16";"72hpf_pos_hand2.1";"zgc:103700";"zgc:103700 [Source:ZFIN;Acc:ZDB-GENE-041010-13]"
"ENSDARG00000101675";"ENSDARG00000101675";"9 x 14";"72hpf_pos.1";"zgc:123107";"zgc:123107 [Source:ZFIN;Acc:ZDB-GENE-051113-192]"
"ENSDARG00000103716";"ENSDARG00000103716";"19 x 19";"72hpf_pos_gata5";"si:busm1-48c11.3";"si:busm1-48c11.3 [Source:ZFIN;Acc:ZDB-GENE-030616-505]"
