"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000003084";"ENSDARG00000003084";"12 x 37";"72hpf_neg_hand2";"spire2";"spire-type actin nucleation factor 2 [Source:ZFIN;Acc:ZDB-GENE-041114-29]"
"ENSDARG00000011459";"ENSDARG00000011459";"5 x 5";"72hpf_pos_hand2.1";"gsna";"gelsolin a [Source:ZFIN;Acc:ZDB-GENE-030131-9653]"
"ENSDARG00000011975";"ENSDARG00000011975";"40 x 9";"24hpf_pos.1";"fmn1";"formin 1 [Source:ZFIN;Acc:ZDB-GENE-041001-198]"
"ENSDARG00000023318";"ENSDARG00000023318";"1 x 1";"48hpf_pos.1";"fmn2a";"formin 2a [Source:ZFIN;Acc:ZDB-GENE-101107-1]"
"ENSDARG00000035650";"ENSDARG00000035650";"11 x 28";"72hpf_neg_hand2";"evla";"Enah/Vasp-like a [Source:ZFIN;Acc:ZDB-GENE-000607-65]"
"ENSDARG00000035868";"ENSDARG00000035868";"6 x 5";"72hpf_pos_gata5.1";"spire1a";"spire-type actin nucleation factor 1a [Source:ZFIN;Acc:ZDB-GENE-061013-119]"
"ENSDARG00000038445";"ENSDARG00000038445";"8 x 32";"72hpf_neg_hand2";"";"spire-type actin nucleation factor 1b [Source:ZFIN;Acc:ZDB-GENE-120608-4]"
"ENSDARG00000040466";"ENSDARG00000040466";"1 x 30";"72hpf_pos.1";"vil1";"villin 1 [Source:ZFIN;Acc:ZDB-GENE-040426-799]"
"ENSDARG00000044956";"ENSDARG00000044956";"30 x 21";"24hpf_pos";"zgc:114123";"zgc:114123 [Source:ZFIN;Acc:ZDB-GENE-050913-53]"
"ENSDARG00000045262";"ENSDARG00000045262";"1 x 28";"24hpf_neg";"gsnb";"gelsolin b [Source:ZFIN;Acc:ZDB-GENE-030131-8567]"
"ENSDARG00000061778";"ENSDARG00000061778";"5 x 39";"72hpf_neg_tbx5";"fmn2b";"formin 2b [Source:ZFIN;Acc:ZDB-GENE-080225-35]"
"ENSDARG00000099352";"ENSDARG00000099352";"28 x 29";"72hpf_neg";"";"si:rp71-62i8.1 [Source:ZFIN;Acc:ZDB-GENE-131127-571]"
"ENSDARG00000099720";"ENSDARG00000099720";"3 x 40";"72hpf_neg_tbx5";"";"Enah/Vasp-like b [Source:ZFIN;Acc:ZDB-GENE-040426-1804]"
"ENSDARG00000100805";"ENSDARG00000100805";"25 x 32";"72hpf_neg_gata5";"";"si:ch1073-209e23.1 [Source:ZFIN;Acc:ZDB-GENE-131121-494]"
"ENSDARG00000102003";"ENSDARG00000102003";"28 x 17";"48hpf_pos";"";""
