"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000002897";"ENSDARG00000002897";"30 x 18";"24hpf_pos";"si:ch211-160o17.2";"si:ch211-160o17.2 [Source:ZFIN;Acc:ZDB-GENE-141219-3]"
"ENSDARG00000003250";"ENSDARG00000003250";"31 x 1";"24hpf_pos";"pik3cd";"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta [Source:ZFIN;Acc:ZDB-GENE-040426-1128]"
"ENSDARG00000003517";"ENSDARG00000003517";"1 x 14";"48hpf_pos";"impa1";"inositol monophosphatase 1 [Source:ZFIN;Acc:ZDB-GENE-040718-245]"
"ENSDARG00000003776";"ENSDARG00000003776";"40 x 14";"24hpf_pos.1";"pip4k2aa";"phosphatidylinositol-5-phosphate 4-kinase, type II, alpha a [Source:ZFIN;Acc:ZDB-GENE-080721-18]"
"ENSDARG00000006508";"ENSDARG00000006508";"13 x 1";"24hpf_pos.1";"pip5k1bb";"phosphatidylinositol-4-phosphate 5-kinase, type I, beta b [Source:ZFIN;Acc:ZDB-GENE-040912-141]"
"ENSDARG00000017757";"ENSDARG00000017757";"10 x 1";"72hpf_pos_hand2.1";"pik3cg";"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit gamma [Source:ZFIN;Acc:ZDB-GENE-040426-2532]"
"ENSDARG00000018060";"ENSDARG00000018060";"9 x 13";"72hpf_pos_tbx5";"pik3r2";"phosphoinositide-3-kinase, regulatory subunit 2 (beta) [Source:ZFIN;Acc:ZDB-GENE-040309-1]"
"ENSDARG00000024642";"ENSDARG00000024642";"37 x 25";"24hpf_pos.1";"pip5k1ab";"phosphatidylinositol-4-phosphate 5-kinase, type I, alpha, b [Source:ZFIN;Acc:ZDB-GENE-041111-123]"
"ENSDARG00000026762";"ENSDARG00000026762";"32 x 4";"24hpf_pos.1";"fam126a";"family with sequence similarity 126, member A [Source:ZFIN;Acc:ZDB-GENE-040426-1806]"
"ENSDARG00000031020";"ENSDARG00000031020";"4 x 14";"72hpf_pos_gata5.1";"pip4k2ca";"phosphatidylinositol-5-phosphate 4-kinase, type II, gamma a [Source:ZFIN;Acc:ZDB-GENE-030828-9]"
"ENSDARG00000033666";"ENSDARG00000033666";"6 x 1";"48hpf_pos.1";"pi4k2a";"phosphatidylinositol 4-kinase type 2 alpha [Source:ZFIN;Acc:ZDB-GENE-040426-2675]"
"ENSDARG00000034409";"ENSDARG00000034409";"10 x 38";"72hpf_neg_gata5";"pik3r3b";"phosphoinositide-3-kinase, regulatory subunit 3b (gamma) [Source:ZFIN;Acc:ZDB-GENE-040426-743]"
"ENSDARG00000037527";"ENSDARG00000037527";"22 x 22";"72hpf_pos_hand2.1";"si:rp71-17i16.5";"si:rp71-17i16.5 [Source:ZFIN;Acc:ZDB-GENE-090312-117]"
"ENSDARG00000038524";"ENSDARG00000038524";"2 x 21";"72hpf_pos";"pik3r1";"phosphoinositide-3-kinase, regulatory subunit 1 (alpha) [Source:ZFIN;Acc:ZDB-GENE-030131-1280]"
"ENSDARG00000040111";"ENSDARG00000040111";"14 x 6";"72hpf_pos_hand2.1";"pi4kb";"phosphatidylinositol 4-kinase, catalytic, beta [Source:ZFIN;Acc:ZDB-GENE-061013-96]"
"ENSDARG00000043684";"ENSDARG00000043684";"5 x 10";"72hpf_pos_gata5.1";"bpnt1";"bisphosphate nucleotidase 1 [Source:ZFIN;Acc:ZDB-GENE-040718-46]"
"ENSDARG00000044295";"ENSDARG00000044295";"6 x 1";"72hpf_pos_gata5.1";"pip5k1ba";"phosphatidylinositol-4-phosphate 5-kinase, type I, beta a [Source:ZFIN;Acc:ZDB-GENE-041010-81]"
"ENSDARG00000054829";"ENSDARG00000054829";"3 x 1";"48hpf_pos.1";"pik3c3";"phosphatidylinositol 3-kinase, catalytic subunit type 3 [Source:ZFIN;Acc:ZDB-GENE-050410-13]"
"ENSDARG00000056112";"ENSDARG00000056112";"14 x 5";"72hpf_pos_hand2.1";"pikfyve";"phosphoinositide kinase, FYVE finger containing [Source:ZFIN;Acc:ZDB-GENE-030131-9636]"
"ENSDARG00000058114";"ENSDARG00000058114";"23 x 17";"72hpf_pos_hand2.1";"impad1";"inositol monophosphatase domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-051127-23]"
"ENSDARG00000059411";"ENSDARG00000059411";"3 x 21";"72hpf_pos_gata5.1";"impa2";"inositol(myo)-1(or 4)-monophosphatase 2 [Source:ZFIN;Acc:ZDB-GENE-050522-349]"
"ENSDARG00000060597";"ENSDARG00000060597";"13 x 39";"48hpf_neg";"zgc:158659";"zgc:158659 [Source:ZFIN;Acc:ZDB-GENE-070112-492]"
"ENSDARG00000060841";"ENSDARG00000060841";"13 x 14";"72hpf_pos_hand2";"pik3c2a";"phosphatidylinositol-4-phosphate 3-kinase, catalytic subunit type 2 alpha [Source:ZFIN;Acc:ZDB-GENE-030328-39]"
