"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000002959";"ENSDARG00000002959";"30 x 15";"48hpf_pos.1";"gpr34b";"G protein-coupled receptor 34b [Source:ZFIN;Acc:ZDB-GENE-040823-1]"
"ENSDARG00000014929";"ENSDARG00000014929";"26 x 10";"24hpf_neg";"p2ry11";"purinergic receptor P2Y, G-protein coupled, 11 [Source:ZFIN;Acc:ZDB-GENE-111221-4]"
"ENSDARG00000042370";"ENSDARG00000042370";"40 x 3";"24hpf_pos";"ptafr";"platelet-activating factor receptor [Source:ZFIN;Acc:ZDB-GENE-131127-236]"
"ENSDARG00000055560";"ENSDARG00000055560";"24 x 26";"24hpf_pos.1";"p2ry8";"purinergic receptor P2Y, G-protein coupled, 8 [Source:ZFIN;Acc:ZDB-GENE-070912-447]"
"ENSDARG00000062811";"ENSDARG00000062811";"25 x 23";"24hpf_neg";"p2ry10";"purinergic receptor P2Y, G-protein coupled, 10 [Source:ZFIN;Acc:ZDB-GENE-070410-105]"
"ENSDARG00000069944";"ENSDARG00000069944";"24 x 1";"24hpf_pos";"p2ry13";"purinergic receptor P2Y, G-protein coupled, 13 [Source:ZFIN;Acc:ZDB-GENE-110208-5]"
"ENSDARG00000069945";"ENSDARG00000069945";"2 x 4";"72hpf_pos_tbx5";"p2ry12";"purinergic receptor P2Y, G-protein coupled, 12 [Source:ZFIN;Acc:ZDB-GENE-110208-4]"
"ENSDARG00000098490";"ENSDARG00000098490";"25 x 18";"72hpf_pos_hand2.1";"";""
"ENSDARG00000099915";"ENSDARG00000099915";"23 x 11";"72hpf_pos_gata5.1";"p2ry2.1";"purinergic receptor P2Y, G-protein coupled, 2, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-091204-455]"
"ENSDARG00000101477";"ENSDARG00000101477";"39 x 33";"24hpf_pos.1";"";""
"ENSDARG00000101769";"ENSDARG00000101769";"15 x 18";"72hpf_pos_gata5";"cysltr3";"cysteinyl leukotriene receptor 3 [Source:ZFIN;Acc:ZDB-GENE-131127-536]"
"ENSDARG00000103305";"ENSDARG00000103305";"11 x 2";"72hpf_pos_hand2.1";"LOC793750";"purinergic receptor P2Y14 [Source:HGNC Symbol;Acc:HGNC:16442]"
"ENSDARG00000104425";"ENSDARG00000104425";"28 x 20";"24hpf_pos";"p2ry2.3";"purinergic receptor P2Y, G-protein coupled, 2, tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-091204-458]"
"ENSDARG00000105281";"ENSDARG00000105281";"28 x 35";"72hpf_neg";"p2ry1";"purinergic receptor P2Y, G-protein coupled, 1 [Source:ZFIN;Acc:ZDB-GENE-121004-2]"
