"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000004880";"ENSDARG00000004880";"19 x 3";"72hpf_pos_tbx5";"acsm3";"acyl-CoA synthetase medium-chain family member 3 [Source:ZFIN;Acc:ZDB-GENE-080220-22]"
"ENSDARG00000014138";"ENSDARG00000014138";"11 x 14";"72hpf_pos_tbx5.1";"acot8";"acyl-CoA thioesterase 8 [Source:ZFIN;Acc:ZDB-GENE-041010-174]"
"ENSDARG00000018653";"ENSDARG00000018653";"26 x 1";"24hpf_pos.1";"acot7";"acyl-CoA thioesterase 7 [Source:ZFIN;Acc:ZDB-GENE-040912-42]"
"ENSDARG00000033413";"ENSDARG00000033413";"19 x 9";"24hpf_pos";"acot18";"acyl-CoA thioesterase 18 [Source:ZFIN;Acc:ZDB-GENE-041210-254]"
"ENSDARG00000040427";"ENSDARG00000040427";"9 x 25";"72hpf_pos.1";"acot19";"acyl-CoA thioesterase 19 [Source:ZFIN;Acc:ZDB-GENE-041114-124]"
"ENSDARG00000042122";"ENSDARG00000042122";"31 x 1";"72hpf_pos_gata5.1";"acot11b";"acyl-CoA thioesterase 11b [Source:ZFIN;Acc:ZDB-GENE-051127-37]"
"ENSDARG00000042510";"ENSDARG00000042510";"7 x 14";"72hpf_pos_gata5";"acot20";"acyl-CoA thioesterase 20 [Source:ZFIN;Acc:ZDB-GENE-041001-182]"
"ENSDARG00000042513";"ENSDARG00000042513";"23 x 19";"72hpf_pos_hand2.1";"acot21";"acyl-CoA thioesterase 21 [Source:ZFIN;Acc:ZDB-GENE-041001-181]"
"ENSDARG00000045522";"ENSDARG00000045522";"35 x 5";"24hpf_pos";"acot15";"acyl-CoA thioesterase 15 [Source:ZFIN;Acc:ZDB-GENE-041210-203]"
"ENSDARG00000058229";"ENSDARG00000058229";"26 x 1";"72hpf_pos.1";"acot11a";"acyl-CoA thioesterase 11a [Source:ZFIN;Acc:ZDB-GENE-050522-538]"
"ENSDARG00000069292";"ENSDARG00000069292";"8 x 10";"72hpf_pos_tbx5";"acot16";"acyl-CoA thioesterase 16 [Source:ZFIN;Acc:ZDB-GENE-041210-201]"
"ENSDARG00000088524";"ENSDARG00000088524";"32 x 7";"24hpf_pos";"acot17";"acyl-CoA thioesterase 17 [Source:ZFIN;Acc:ZDB-GENE-040426-2381]"
"ENSDARG00000089159";"ENSDARG00000089159";"40 x 29";"24hpf_pos";"";"acyl-CoA thioesterase 14 [Source:ZFIN;Acc:ZDB-GENE-041210-202]"
