"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000016138";"ENSDARG00000016138";"33 x 5";"24hpf_pos.1";"nme6";"NME/NM23 nucleoside diphosphate kinase 6 [Source:ZFIN;Acc:ZDB-GENE-000710-3]"
"ENSDARG00000041617";"ENSDARG00000041617";"34 x 22";"24hpf_pos";"nme5";"NME/NM23 family member 5 [Source:ZFIN;Acc:ZDB-GENE-040718-221]"
"ENSDARG00000043820";"ENSDARG00000043820";"4 x 24";"72hpf_neg";"nme2a";"NME/NM23 nucleoside diphosphate kinase 2a [Source:ZFIN;Acc:ZDB-GENE-030131-7656]"
"ENSDARG00000056193";"ENSDARG00000056193";"21 x 34";"24hpf_neg";"nme7";"NME/NM23 family member 7 [Source:ZFIN;Acc:ZDB-GENE-000210-35]"
"ENSDARG00000088390";"ENSDARG00000088390";"4 x 15";"48hpf_pos";"nme4";"NME/NM23 nucleoside diphosphate kinase 4 [Source:ZFIN;Acc:ZDB-GENE-040426-1043]"
"ENSDARG00000098944";"ENSDARG00000098944";"20 x 11";"72hpf_pos";"";"NME/NM23 family member 8 [Source:ZFIN;Acc:ZDB-GENE-070410-39]"
"ENSDARG00000099420";"ENSDARG00000099420";"1 x 7";"72hpf_pos.1";"nme2b.2";"NME/NM23 nucleoside diphosphate kinase 2b, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-000210-33]"
"ENSDARG00000100990";"ENSDARG00000100990";"32 x 7";"72hpf_pos";"nme3";"NME/NM23 nucleoside diphosphate kinase 3 [Source:ZFIN;Acc:ZDB-GENE-000210-34]"
"ENSDARG00000101026";"ENSDARG00000101026";"19 x 28";"72hpf_pos";"";""
"ENSDARG00000102567";"ENSDARG00000102567";"40 x 17";"24hpf_pos.1";"";""
"ENSDARG00000103791";"ENSDARG00000103791";"2 x 13";"72hpf_pos_gata5.1";"nme2b.1";"NME/NM23 nucleoside diphosphate kinase 2b, tandem duplicate 1 [Source:ZFIN;Acc:ZDB-GENE-000210-32]"
