"AffyID";"EnsemblID";"Metagene";"Max.expression.sample";"GeneSymbol";"Description"
"ENSDARG00000008829";"ENSDARG00000008829";"9 x 37";"72hpf_neg_hand2";"chga";"chromogranin A [Source:ZFIN;Acc:ZDB-GENE-041010-161]"
"ENSDARG00000012506";"ENSDARG00000012506";"34 x 8";"72hpf_pos_hand2.1";"rnpep";"arginyl aminopeptidase (aminopeptidase B) [Source:ZFIN;Acc:ZDB-GENE-040718-241]"
"ENSDARG00000014623";"ENSDARG00000014623";"20 x 29";"72hpf_neg_gata5";"si:ch211-212d10.1";"si:ch211-212d10.1 [Source:ZFIN;Acc:ZDB-GENE-050208-355]"
"ENSDARG00000032126";"ENSDARG00000032126";"8 x 32";"72hpf_neg_hand2";"LOC100330746";"secretogranin V [Source:ZFIN;Acc:ZDB-GENE-040426-1687]"
"ENSDARG00000038574";"ENSDARG00000038574";"2 x 38";"72hpf_neg_hand2";"scg2b";"secretogranin II (chromogranin C), b [Source:ZFIN;Acc:ZDB-GENE-061103-160]"
"ENSDARG00000043135";"ENSDARG00000043135";"6 x 21";"72hpf_pos.1";"pomca";"proopiomelanocortin a [Source:ZFIN;Acc:ZDB-GENE-030513-2]"
"ENSDARG00000055874";"ENSDARG00000055874";"1 x 39";"72hpf_neg_tbx5";"cpe";"carboxypeptidase E [Source:ZFIN;Acc:ZDB-GENE-090313-68]"
"ENSDARG00000069307";"ENSDARG00000069307";"27 x 23";"24hpf_neg";"pomcb";"proopiomelanocortin b [Source:ZFIN;Acc:ZDB-GENE-041014-294]"
"ENSDARG00000076500";"ENSDARG00000076500";"32 x 37";"72hpf_neg_hand2";"chgb";"chromogranin B [Source:ZFIN;Acc:ZDB-GENE-070705-268]"
"ENSDARG00000077045";"ENSDARG00000077045";"8 x 32";"72hpf_neg_hand2";"scg5";"secretogranin V [Source:ZFIN;Acc:ZDB-GENE-040426-1687]"
"ENSDARG00000087762";"ENSDARG00000087762";"1 x 1";"72hpf_pos_hand2";"rab27b";"RAB27B, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-120215-85]"
"ENSDARG00000091377";"ENSDARG00000091377";"12 x 31";"72hpf_neg_hand2";"galn";"galanin/GMAP prepropeptide [Source:ZFIN;Acc:ZDB-GENE-111117-2]"
"ENSDARG00000103935";"ENSDARG00000103935";"2 x 1";"48hpf_pos.1";"rab27a";"RAB27A, member RAS oncogene family [Source:ZFIN;Acc:ZDB-GENE-050913-46]"
"ENSDARG00000103993";"ENSDARG00000103993";"5 x 39";"72hpf_neg_tbx5";"scg2a";"secretogranin II (chromogranin C) a [Source:ZFIN;Acc:ZDB-GENE-030131-8214]"
"ENSDARG00000105275";"ENSDARG00000105275";"2 x 1";"72hpf_pos_gata5.1";"";""
